# SOFTSUSY 4.1.1
# MS/GeV     mh           DMh(all)     DMh(Q_pole)  DMh(Q_match) DMh(Mt)      DMh(alpha_s) DMh(alpha_em)
8.834169e+02 1.170640e+02 1.369881e+00 5.118861e-01 9.010562e-02 6.487634e-01 1.191075e-01 1.867135e-05
9.102821e+02 1.172657e+02 1.389442e+00 5.112514e-01 8.939262e-02 6.654410e-01 1.233371e-01 1.951483e-05
9.379643e+02 1.174641e+02 1.409269e+00 5.107002e-01 8.862314e-02 6.822820e-01 1.276430e-01 2.035416e-05
9.664883e+02 1.176595e+02 1.429403e+00 5.102278e-01 8.779980e-02 6.993296e-01 1.320248e-01 2.123744e-05
9.958798e+02 1.178520e+02 1.449806e+00 5.098296e-01 8.692516e-02 7.165058e-01 1.365228e-01 2.215074e-05
1.026165e+03 1.180418e+02 1.470306e+00 5.094587e-01 8.600127e-02 7.338085e-01 1.410141e-01 2.306991e-05
1.057371e+03 1.182288e+02 1.491121e+00 5.091948e-01 8.499520e-02 7.512871e-01 1.456203e-01 2.403197e-05
1.089527e+03 1.184133e+02 1.512282e+00 5.089919e-01 8.399583e-02 7.689706e-01 1.502989e-01 2.505553e-05
1.122660e+03 1.185953e+02 1.533683e+00 5.088473e-01 8.293408e-02 7.868263e-01 1.550494e-01 2.602079e-05
1.156800e+03 1.187749e+02 1.555342e+00 5.087578e-01 8.183029e-02 8.048555e-01 1.598711e-01 2.706725e-05
1.191979e+03 1.189522e+02 1.577256e+00 5.087203e-01 8.068593e-02 8.230588e-01 1.647628e-01 2.814671e-05
1.228228e+03 1.191273e+02 1.599460e+00 5.087319e-01 7.950231e-02 8.414734e-01 1.697235e-01 2.924958e-05
1.265579e+03 1.193003e+02 1.621881e+00 5.087900e-01 7.828076e-02 8.600280e-01 1.747517e-01 3.037770e-05
1.304066e+03 1.194713e+02 1.644551e+00 5.088922e-01 7.702250e-02 8.787580e-01 1.798464e-01 3.153542e-05
1.343723e+03 1.196402e+02 1.667468e+00 5.090363e-01 7.572868e-02 8.976638e-01 1.850060e-01 3.271892e-05
1.384587e+03 1.198072e+02 1.690630e+00 5.092203e-01 7.440069e-02 9.167456e-01 1.902291e-01 3.394992e-05
1.426693e+03 1.199723e+02 1.714033e+00 5.094422e-01 7.303860e-02 9.360033e-01 1.955142e-01 3.519234e-05
1.470079e+03 1.201356e+02 1.737678e+00 5.097003e-01 7.164439e-02 9.554371e-01 2.008596e-01 3.647624e-05
1.514785e+03 1.202971e+02 1.761560e+00 5.099932e-01 7.021859e-02 9.750470e-01 2.062637e-01 3.778566e-05
1.560851e+03 1.204569e+02 1.785678e+00 5.103193e-01 6.876205e-02 9.948328e-01 2.117246e-01 3.914098e-05
1.608317e+03 1.206149e+02 1.810029e+00 5.106774e-01 6.727565e-02 1.014794e+00 2.172407e-01 4.051285e-05
1.657227e+03 1.207714e+02 1.834610e+00 5.110664e-01 6.576013e-02 1.034932e+00 2.228098e-01 4.193363e-05
1.707624e+03 1.209264e+02 1.859314e+00 5.114860e-01 6.402469e-02 1.055226e+00 2.285337e-01 4.337091e-05
1.759554e+03 1.210797e+02 1.884349e+00 5.119333e-01 6.245109e-02 1.075714e+00 2.342054e-01 4.491158e-05
1.813063e+03 1.212314e+02 1.909607e+00 5.124085e-01 6.085056e-02 1.096378e+00 2.399241e-01 4.640186e-05
1.868199e+03 1.213817e+02 1.925498e+00 5.129114e-01 5.916208e-02 1.107728e+00 2.456352e-01 6.109973e-05
1.925012e+03 1.215305e+02 1.960787e+00 5.134394e-01 5.757394e-02 1.138227e+00 2.514931e-01 5.401958e-05
1.983553e+03 1.216778e+02 1.986773e+00 5.139936e-01 5.598264e-02 1.159408e+00 2.573376e-01 5.096365e-05
2.043874e+03 1.218238e+02 2.012894e+00 5.145728e-01 5.428233e-02 1.180766e+00 2.632205e-01 5.279849e-05
2.106029e+03 1.219683e+02 2.039030e+00 5.151763e-01 5.254891e-02 1.202112e+00 2.691383e-01 5.449618e-05
2.170075e+03 1.221114e+02 2.046277e+00 5.158032e-01 3.143138e-02 1.224020e+00 2.749669e-01 5.620240e-05
2.236068e+03 1.222533e+02 2.092598e+00 5.164541e-01 4.924755e-02 1.245894e+00 2.809446e-01 5.798179e-05
2.304068e+03 1.223939e+02 2.119532e+00 5.171278e-01 4.745500e-02 1.267940e+00 2.869493e-01 5.977017e-05
2.374136e+03 1.225332e+02 2.146660e+00 5.178239e-01 4.564066e-02 1.290156e+00 2.929782e-01 6.161750e-05
2.446335e+03 1.226713e+02 2.173980e+00 5.185420e-01 4.380464e-02 1.312542e+00 2.990283e-01 6.352505e-05
2.520729e+03 1.228081e+02 2.201384e+00 5.192817e-01 4.184348e-02 1.335097e+00 3.050966e-01 6.543098e-05
2.597386e+03 1.229438e+02 2.233019e+00 5.200425e-01 4.390743e-02 1.357821e+00 3.111803e-01 6.730989e-05
2.676374e+03 1.230782e+02 2.265366e+00 5.208240e-01 4.648359e-02 1.380713e+00 3.172758e-01 6.926846e-05
2.757764e+03 1.232115e+02 2.297939e+00 5.216259e-01 4.908796e-02 1.403773e+00 3.233808e-01 7.164327e-05
2.841629e+03 1.233437e+02 2.330727e+00 5.224479e-01 5.171820e-02 1.426998e+00 3.294897e-01 7.350603e-05
2.928045e+03 1.234747e+02 2.363791e+00 5.232894e-01 5.443003e-02 1.450390e+00 3.356049e-01 7.679792e-05
3.017088e+03 1.236046e+02 2.376561e+00 5.241501e-01 3.667588e-02 1.473944e+00 3.417134e-01 7.734946e-05
3.108840e+03 1.237334e+02 2.430368e+00 5.250297e-01 5.977946e-02 1.497667e+00 3.478192e-01 7.191144e-05
3.203381e+03 1.238612e+02 2.464059e+00 5.259278e-01 6.252821e-02 1.521570e+00 3.539284e-01 1.047962e-04
3.300798e+03 1.239879e+02 2.497833e+00 5.268446e-01 6.524218e-02 1.545589e+00 3.601369e-01 1.979641e-05
3.401177e+03 1.241119e+02 9.635794e-01 5.279686e-01 6.964540e-02 0.000000e+00 3.631479e-01 2.817587e-03
3.504608e+03 1.242382e+02 2.578750e+00 5.287262e-01 8.388034e-02 1.594047e+00 3.719690e-01 1.277316e-04
3.611186e+03 1.243617e+02 2.600406e+00 5.296974e-01 7.368650e-02 1.618683e+00 3.782195e-01 1.191241e-04
3.721004e+03 1.244842e+02 2.634846e+00 5.306817e-01 7.656348e-02 1.643380e+00 3.841373e-01 8.423388e-05
3.834161e+03 1.246058e+02 2.669622e+00 5.316823e-01 7.945933e-02 1.668253e+00 3.901333e-01 9.385114e-05
3.950760e+03 1.247265e+02 2.704488e+00 5.326988e-01 8.237347e-02 1.693259e+00 3.960577e-01 9.921659e-05
4.070905e+03 1.248461e+02 2.739528e+00 5.337306e-01 8.531108e-02 1.718422e+00 4.019627e-01 1.016634e-04
4.194704e+03 1.249648e+02 2.774712e+00 5.347772e-01 8.827041e-02 1.743741e+00 4.078176e-01 1.056567e-04
4.322267e+03 1.250826e+02 2.810041e+00 5.358384e-01 9.125432e-02 1.769217e+00 4.136232e-01 1.076148e-04
4.453710e+03 1.251994e+02 2.845508e+00 5.369136e-01 9.426180e-02 1.794847e+00 4.193755e-01 1.097851e-04
4.589149e+03 1.253154e+02 2.880863e+00 5.380024e-01 9.729241e-02 1.820385e+00 4.250722e-01 1.111790e-04
4.728708e+03 1.254304e+02 2.916590e+00 5.391045e-01 1.003477e-01 1.846311e+00 4.307094e-01 1.166354e-04
4.872511e+03 1.255446e+02 2.952431e+00 5.402193e-01 1.034244e-01 1.872388e+00 4.362808e-01 1.187783e-04
5.020686e+03 1.256578e+02 2.988392e+00 5.413465e-01 1.065254e-01 1.898616e+00 4.417820e-01 1.216615e-04
5.173368e+03 1.257702e+02 3.024459e+00 5.424856e-01 1.096478e-01 1.924993e+00 4.472087e-01 1.237696e-04
5.330693e+03 1.258818e+02 3.060635e+00 5.436362e-01 1.127947e-01 1.951520e+00 4.525565e-01 1.283489e-04
5.492803e+03 1.259925e+02 3.096903e+00 5.447978e-01 1.159628e-01 1.978194e+00 4.578193e-01 1.296060e-04
5.659842e+03 1.261024e+02 3.133268e+00 5.459700e-01 1.191544e-01 2.005015e+00 4.629950e-01 1.341175e-04
5.831961e+03 1.262114e+02 3.169709e+00 5.471523e-01 1.223668e-01 2.031980e+00 4.680738e-01 1.363738e-04
6.009314e+03 1.263196e+02 3.206234e+00 5.483444e-01 1.256023e-01 2.059092e+00 4.730563e-01 1.398168e-04
6.192061e+03 1.264270e+02 3.242831e+00 5.495458e-01 1.288602e-01 2.086347e+00 4.779341e-01 1.438760e-04
6.380365e+03 1.265337e+02 3.279496e+00 5.507560e-01 1.321402e-01 2.113747e+00 4.827052e-01 1.476125e-04
6.574395e+03 1.266395e+02 3.316158e+00 5.519747e-01 1.354405e-01 2.141287e+00 4.873065e-01 1.500661e-04
6.774326e+03 1.267445e+02 3.352925e+00 5.532013e-01 1.387634e-01 2.168968e+00 4.918391e-01 1.536123e-04
6.980337e+03 1.268488e+02 3.389735e+00 5.544355e-01 1.421081e-01 2.196789e+00 4.962449e-01 1.570231e-04
7.192613e+03 1.269524e+02 3.426588e+00 5.556767e-01 1.454747e-01 2.224751e+00 5.005241e-01 1.611202e-04
7.411344e+03 1.270551e+02 3.463465e+00 5.569247e-01 1.488617e-01 2.252851e+00 5.046631e-01 1.650056e-04
7.636728e+03 1.271572e+02 3.500801e+00 5.581789e-01 1.522709e-01 2.281516e+00 5.086665e-01 1.687236e-04
7.868965e+03 1.272585e+02 3.537733e+00 5.594390e-01 1.557001e-01 2.309904e+00 5.125183e-01 1.718217e-04
8.108264e+03 1.273590e+02 3.574146e+00 5.607044e-01 1.591507e-01 2.338432e+00 5.156847e-01 1.740976e-04
8.354841e+03 1.274589e+02 3.611285e+00 5.621841e-01 1.626239e-01 2.367093e+00 5.192038e-01 1.796992e-04
8.608917e+03 1.275580e+02 3.648809e+00 5.634610e-01 1.661195e-01 2.395892e+00 5.231549e-01 1.822947e-04
8.870719e+03 1.276565e+02 3.685115e+00 5.647423e-01 1.696328e-01 2.424814e+00 5.257372e-01 1.886788e-04
9.140482e+03 1.277542e+02 3.722012e+00 5.660275e-01 1.731682e-01 2.453879e+00 5.287434e-01 1.938279e-04
9.418449e+03 1.278513e+02 3.758814e+00 5.673162e-01 1.767171e-01 2.483079e+00 5.315147e-01 1.871741e-04
9.704870e+03 1.279477e+02 3.795706e+00 5.686082e-01 1.803053e-01 2.512366e+00 5.342218e-01 2.049577e-04
1.000000e+04 1.280434e+02 3.832461e+00 5.699027e-01 1.839081e-01 2.541797e+00 5.366460e-01 2.070591e-04
