173.33999999999995	$Failed	$Failed	$Failed	$Failed
192.71572168031705	$Failed	$Failed	$Failed	$Failed
214.25723654531785	104.03553337957307	8.97744208284243	103.59691085919773	5.188851952997879
238.2066341644245	104.68722551245658	1.8199466889995932	105.31413534501948	5.4741198236108914
264.8330645669569	106.34887206289713	1.8100372288517974	106.71084018446147	5.133464445863893
294.4357630254478	107.68282339165269	1.9792006699961604	107.8340747822759	4.893647534965311
327.34741294533256	108.87579404282643	$Failed	108.82714719539382	4.683289810070761
363.93788465411643	109.97229979745667	2.358932293662221	109.73241455645233	4.489393723365637
404.6183921075689	110.99365319031989	2.5605789364272056	110.57098004689271	4.3079359628248
449.84611422718166	111.9529512886039	2.7693048173823627	111.35589143731765	4.137205482744989
500.1293328047629	112.85927796745108	2.985088981845692	112.0961262389307	3.976241406308631
556.0331447153881	113.71937129803115	3.2079538271792245	112.79824602388182	3.8243623529340596
618.1858126341417	114.53844652408233	3.4379347845870996	113.46723459830393	3.6810041715139903
687.2858256277946	115.32066334314065	3.675063294056912	114.10698168221958	3.545659595170619
764.109748970307	116.06941654908552	3.919359594034148	114.72058707357552	3.417855614836512
849.5209514005915	116.78752868847513	4.1708307565813385	115.31056392263879	3.2971450541130736
944.4793079018948	117.47738390606493	4.429469661958137	115.87898020358952	3.1831034930647064
1050.051987045345	118.14106872775072	4.695348665311954	116.42756040848643	3.07532851247511
1167.4254441288488	118.78027400948392	4.968230879667118	116.95776015327634	2.9734393962386036
1297.918754893594	119.39658612061919	5.24821445236509	117.47082261149633	2.877076756785357
1442.99843966619	119.99137749567429	5.535209654137375	117.96782070703775	2.785902257553218
1604.2949445242953	120.5658734311559	5.82914875913994	118.44969023196137	2.699598032752135
1783.6209647056874	121.12117687313125	6.130165092863919	118.91725506961642	2.617865923664681
1982.9918161843755	121.65828772107598	6.443856215496552	119.37124743862695	2.5404267266666096
2204.648084355225	122.1781184950071	6.752045596990783	119.81232359433515	2.467019124359112
2451.080804359327	122.68150681998296	7.072693499740751	120.2410764297745	2.3973987189018544
2725.059456033688	123.1692256920033	7.400033305043152	120.65804545516116	2.3313374680006262
3029.663088100289	123.64199935287253	7.7337742297585095	121.06372508939674	2.2686220224723996
3368.3149213768593	124.100480567593	8.07378471375688	121.45857103804009	2.2090533434615764
3744.8208198899424	124.54530008083498	8.419941658501742	121.84300571427805	2.1524455197732095
4163.412062239336	124.97704252848519	8.772187656702187	122.2174225864391	2.0986250253501453
4628.7928938905625	125.39625765207265	9.130301662823825	122.5821897863932	2.0474296485380563
5146.193394801224	125.80346366056524	9.494234354452985	122.93765306461775	1.998708057861478
5721.42825652243	126.19915011832151	9.8639488965959	123.28413825920052	1.952318675243589
6360.962129328935	126.58378050408234	10.23914550927951	123.62195338968792	1.9081292462001898
7071.982273767112	126.95779425796589	10.619793299311738	123.95139039249958	1.8660160924550269
7862.47933309933	127.32160867352103	11.005770560325132	124.27272649778713	1.8258635629643862
8741.337134388006	127.67562065293993	11.396958125701886	124.58622578415023	1.7875633796248565
9718.432527428973	128.02020814941142	11.79324604942849	124.89213985982377	1.751014186201715
10804.746383552216	128.35573112885496	12.194514975974016	125.19070914676855	1.7161210556930513
12012.4870017253	128.6825332000707	12.60065142933459	125.48216350567151	1.6827948903860914
13355.227308831878	129.00094172281524	13.011440982538218	125.76672299716579	1.6509523093942704
14848.05739602061	129.3112602579814	13.426975200753489	126.04459859785688	1.6205151256646104
16507.75410537028	129.61380655690752	13.847043288009033	126.31599268493336	1.591409737454697
18352.9695727336	129.9088582134481	14.271547050255975	126.58109952921107	1.5635671368791009
20404.44084565744	130.1965954565199	14.700293278371433	126.8401058924318	1.536922475215789
22685.22293212305	130.4774643163886	15.133344397693776	127.0931912330464	1.5114148125087752
25220.947899174855	130.7516196653305	15.570539921798897	127.34052827146833	1.4869867007226105
28040.112933259283	131.01931986627883	16.011755957413015	127.58228321864203	1.4635842635942282
31174.40059957685	131.280781360687	16.456911409257074	127.81861624446623	1.4411565585866128
34659.03489961208	131.53625023157392	16.905960547418047	128.04968160162946	1.4196559206715023
38533.17712831456	131.78585910996603	17.358787153029553	128.27562798377906	1.3990367967198836
42840.365979685135	132.02987489090623	17.81522716716158	128.4965987516836	1.379257000960024
47629.00684679773	132.26867676188027	18.27509733623876	128.7127323124478	1.3602760504145124
52952.91581514595	132.50198220297628	18.738884162141886	128.92416201717018	1.3420563398367449
58871.92446286432	132.73047964637473	19.205926615705707	129.13101683917682	1.3245611841760194
65452.55226473995	132.95395546032674	19.679058381720154	129.33342136240802	1.3077581451202605
72768.75415667487	133.17286256466642	20.14743594610715	129.53149553868255	1.2916144856500296
80902.75166194278	133.387585370086	20.62166067334138	129.72535555000533	1.2761005584797829
89945.95691966535	133.59277811653686	21.132609036858582	129.91511377245834	1.261184791179204
100000.00000000001	133.7967716004659	21.610686707328355	130.10088054953445	1.2468424575060055
