91.18759999999997	72.14551146727825	8.356163226571798	0.019420341795026275	69.85127261813174	80.10569469561884	71.75981707394517	74.6873507305591	0.9958056939651262	0.976463728576217	0.9396599045144572	0.12412925632220341	0.08815189834652876	1.2149424050508875	1.2149423537597697	1.1654068384226817
102.47160118957655	80.5085490025594	6.840796532241569	0.041922875921017067	78.66190403394417	87.1590445397635	79.48508692130497	82.11086180134643	0.9884041649472054	0.9692061049879236	0.93944017010844	0.13550726417858192	0.107063531773259	1.205467122384455	1.205467074454054	1.1654091200416727
115.15194007031249	87.80452123820224	6.076017129340216	0.0037174739031939907	86.43220946259636	93.71163001096457	86.38183009013459	88.77690051623927	0.9811939219479829	0.9621387354531122	0.9392462598104212	0.14696323778258427	0.1255988260920278	1.1962146599524561	1.196214656042505	1.1654111472376631
129.4014063215951	invalid	invalid	0	Infinity	-Infinity	Infinity	-Infinity	invalid	invalid	invalid	invalid	invalid	invalid	invalid	invalid
145.4141714658226	invalid	invalid	0	Infinity	-Infinity	Infinity	-Infinity	invalid	invalid	invalid	invalid	invalid	invalid	invalid	invalid
163.40843476260451	invalid	invalid	0	Infinity	-Infinity	Infinity	-Infinity	invalid	invalid	invalid	invalid	invalid	invalid	invalid	invalid
183.62939651889675	invalid	invalid	0	Infinity	-Infinity	Infinity	-Infinity	invalid	invalid	invalid	invalid	invalid	invalid	invalid	invalid
206.35259933112627	105.08258920773596	invalid	invalid	105.28967225677165	105.28967225677165	103.19687362402503	105.13711767003241	0.9479728056305721	0.9295638152129693	0.938795175075274	0.16934774169468916	0.17733706363321297	1.1530050858986904	1.1530050858958463	1.165416015270289
231.88768278901577	105.66012292218973	5.474913067707038	0.19567424168938885	103.26587485876507	110.80495854842593	103.78786773713614	105.71427146723013	0.9418274109139465	0.9235343060066972	0.9387808666897248	0.16617673606999062	0.17932503344058834	1.1449221235179774	1.1449220910651299	1.1654161861369468
260.5826028048884	107.3810839965172	5.009033510469558	0.19757913803775295	105.3197510272186	112.04273594710348	105.54821253332014	107.43408594027841	0.9357739283884361	0.9175984090825293	0.938735566268695	0.16726763421175858	0.18531345364791257	1.1370104489824813	1.137010418034236	1.1654166855646022
292.8283730634907	108.64939842734759	4.738305594433628	0.19765689662517616	106.71626252590426	113.03063220703832	106.84486788619904	108.70154249928905	0.9298554645818378	0.9117948991175888	0.9387024368152929	0.1669965561016906	0.1897897529514832	1.1292636434967576	1.1292636136935763	1.1654170521033935
329.06439320208625	109.74606889197878	4.50816792309777	0.1962549961940283	107.9135164996011	113.8877456411434	107.96559375082211	109.79746230948908	0.9240599366743159	0.9061119341837255	0.9386739662265026	0.16631408604724585	0.19370333991171054	1.1216760690510246	1.1216760402838282	1.165417367980406
369.78443632570867	110.7332428671172	4.299306068461745	0.19377150096592288	108.99066342327824	114.65617067135813	108.97407541828652	110.78395347811762	0.9183814534527676	0.9005437388963026	0.9386484778199704	0.16541924988801596	0.1972603501083295	1.1142423012463571	1.1142422734370485	1.1654176514738803
415.5433774469379	111.63965414452268	4.106329022394414	0.19052873688980299	109.98058118573057	115.35916254810144	109.89977044844824	111.6897318442792	0.9128152468383488	0.8950856383412744	0.9386251914469288	0.16439914548572343	0.2005548728262359	1.1069571646363827	1.1069571377183307	1.1654179110647425
466.96475453583935	112.48244127619971	3.9269749592334025	0.18677117465352921	110.90181460441828	116.01163360899183	110.7602526080778	112.53192533366676	0.9073570622713175	0.8897334610076719	0.9386036401901563	0.16330315917236873	0.20364264147900013	1.099815723323834	1.0998156972362723	1.1654181518214737
524.7492652113341	113.2730978814269	3.759932690040537	0.18268038839400447	111.7664698942952	116.62382558660853	111.56730842215482	113.32202047187796	0.9020029833886716	0.8844833667910006	0.9385835102431304	0.1621627701590375	0.2065608840371947	1.0928132681885472	1.0928132428739918	1.1654183771472282
589.6843148548616	114.01984401435607	3.6042395974759227	0.17838971160928452	112.58311320457216	117.20305519771897	112.32936785713682	114.06823225831907	0.8967493553952628	0.8793317720613056	0.9385645768590637	0.16099926806832143	0.209336143784636	1.08594530412834	1.0859452795308526	1.1654185894781315
662.6547462544916	114.72880309640458	3.459085978216015	0.17399690204030094	113.3581187220795	117.75468993697928	113.05271102473085	114.77668036343348	0.8915927421784039	0.8742753075313588	0.938546672298495	0.15982751343365723	0.21198813024054852	1.0792075379077448	1.0792075139718151	1.1654187906308684
744.6548969878614	115.40467215526883	3.3235591486505793	0.16957277724729636	114.09639765404889	118.28274684117223	113.74252549599323	115.45205895081664	0.886529898140912	0.8693107907465508	0.9385296676762594	0.1586580528641975	0.21453190405604944	1.0725958667346591	1.072595843404211	1.1654189820005152
836.8021488448578	116.05113711349969	3.197353753412965	0.16516837354163272	114.80183517422348	118.79028210055554	114.40184764092346	116.09805170778688	0.8815577477825288	0.8644352060513696	0.9385134616258568	0.15749841854976648	0.2169792292490214	1.0661063675676017	1.066106344785234	1.1654191646833991
940.352153922364	116.67114628101089	3.079661257392224	0.16081997938654524	115.47757055320119	119.27965470210523	115.03407655819437	116.71760516778255	0.8766733699079754	0.8596456889991767	0.9384979727986886	0.15635398016167595	0.21933946472229476	1.059735287121786	1.0597352648281901	1.1654193395578505
1056.7159448707039	117.26709788711591	2.969895016070884	0.15655292870526694	116.1261866067404	119.75271036981873	115.64167271433354	117.31311612555665	0.8718739847309775	0.8549395138303242	0.938483134871462	0.15522852736017442	0.2216201769218099	1.0534790325318113	1.053479010665237	1.1654195073396263
1187.4791624459615	117.84097262663101	2.8675058882955975	0.15238447113422637	116.74984207138809	120.21091187398777	116.2266684473488	117.88656410040758	0.8671569429606141	0.8503140827690321	0.9384688928527334	0.1541246806470682	0.22382757388822103	1.0473341626262003	1.0473341411220385	1.1654196686210252
1334.4236623739957	118.39442969185984	2.7719809149029646	0.14832584045096553	117.35036699927232	120.65543439463497	116.79076640843185	118.43960730800366	0.8625197166033254	0.8457669169937926	0.9384552005871695	0.1530441886591377	0.22596682071645555	1.0412973797703895	1.0412973585607508	1.1654198238991822
