173.33999999999995	89.62124844256984	89.62124844294249	89.62124844296665	91.73559676740027	87.45438886729983
184.71824950415282	90.6475197836305	90.64751978323895	90.64751978362656	92.47822299438573	88.7779438494319
196.8433812154058	91.56696723393434	91.56644644742427	91.56748801960981	93.15382640054531	89.95121100287385
209.76442139487952	92.53490189096968	92.53447461483965	92.53532916500993	93.90955902775352	91.1387871817182
223.53361444740756	93.47318907938235	93.47284368177696	93.47353447784388	94.66435987085863	92.2660612073022
238.2066341644245	94.38264208470711	94.38227638066492	94.3830077898072	95.4151177819379	93.33828298278051
253.84280883309452	95.2658997001686	95.26561243973762	95.2661869601608	96.16106738063579	94.36187090464236
270.5053611218792	96.12350125279198	96.12327730676299	96.12372520019683	96.89983661165093	95.34055023875965
288.26166371248564	96.95660219990081	96.9564287605418	96.95677564087028	97.6300634857037	96.27819592863553
307.18351171180973	97.76628170143402	97.76614815208818	97.76641525367306	98.35065688631825	97.17820621178008
327.34741294533256	98.5535491432973	98.5534468291231	98.55365145796476	99.06075480708802	98.04357165615549
348.83489730572813	99.31935019140033	99.31927215385473	99.31942822911418	99.75968882764164	98.87693316245317
371.7328464074942	100.06457198555641	100.06451269595871	100.06463127187756	100.44695354748754	99.68063051234779
396.13384488051463	100.79004823448852	100.79000334472786	100.79009312422738	101.12218087697644	100.45674376880007
422.1365547229624	101.4965635214627	101.49652963484529	101.49659740735854	101.78511787506034	101.20712811901467
449.84611422718166	102.18485727356153	102.18483175806237	102.18488278653341	102.43560797681359	101.93344359553765
479.3745630915554	102.85562733324873	102.85560816786267	102.85564650011368	103.07357497844168	102.63718042540759
510.84129543723395	103.50953318436336	103.5095188159407	103.50954755472394	103.69900942573085	103.31968067880644
544.3735425614381	104.14719882977867	104.14718807311415	104.14720958461797	104.31195702911985	103.98215685443935
580.1068873792738	104.76921539708981	104.76920735932319	104.76922343485438	104.91250881431505	104.62570782206276
618.1858126341417	105.37614349032339	105.3761374906139	105.37614948918396	105.50079272096015	105.25133252055213
