500.	116.48459495363116	115.74551835396247	117.03023769868231
515.2052789556263	116.71087710042622	115.96186771152695	117.1741522512484
530.8729589274893	116.92635977892373	116.16773870217978	117.35432736954868
547.0171017884718	117.13230925076422	116.36436379202732	117.87519085236627
# 563.6521970408555	118.60764000695522	116.55275439925485	118.60764000695495
# 580.7931748207712	118.85996413090123	116.73374883969025	119.10291449081257
# 598.4554192981184	119.10830660563988	116.90804870199459	119.59815941579546
# 616.6547824839868	119.35414588044551	117.07624631786818	120.10187844238372
# 635.4075984579669	119.59883741375388	118.41906928601195	120.36493693464982
# 654.7306980281228	119.84366658209927	118.6339806949238	120.63497615835513
# 674.6414238367818	119.17621875083282	118.84278680758742	119.86872849430513
# 695.1576459257001	119.37914509126114	119.04597780853781	119.89508148934291
# 716.2977777745734	119.57690675633138	119.24397472992811	120.10107180460167
# 738.0807928272886	119.7698916093631	119.43714105902508	120.29172089656765
760.5262415207461	119.95843469842728	119.62579345889118	120.47809630901696
783.6542688315399	120.14282711129563	119.81020927086668	120.66048185758196
807.4856323562417	120.32332342761202	119.99063301812545	120.83912471428124
832.0417209415157	120.50014740946136	120.16728135462859	121.01424124322907
# 857.3445738807857	invalid	invalid	invalid
883.4169006946855	120.84354651556761	120.51000286332581	121.35463451409932
910.2821015130403	121.01045410821571	120.6764043347079	121.52022978793372
937.9642880766793	121.17435976271375	120.8396917877111	121.68294133955283
966.4883053779218	121.3353900094865	120.99999264434597	121.84288943708803
995.8797539591656	121.49365927516041	121.15742300800514	122.00018256415538
1026.1650128895844	121.64931554003635	121.31208916383036	122.15491909085357
1057.3712634405645	121.8023675083645	121.46408842900037	122.3071882546253
1089.5265134811182	121.95275637119846	121.61351045909586	122.45707155770303
1122.6596226151805	122.1009365989769	121.76043826227834	122.60464397081579
1156.8003280833443	122.24679342835258	121.90494863032637	122.7499742741069
1191.9792714522787	122.39039442062845	122.04711275683279	122.893125830618
1228.228026115791	122.53180223073166	122.1869969879454	123.03415735763274
1265.5791256322084	122.67107481391814	122.32466337705365	123.17312351375266
1304.0660929235191	122.80826607105567	122.46016997001412	123.31007520259548
1343.7234703624706	122.94342652772278	122.59357100941698	123.44505979125601
1384.5868507746377	123.0766035207463	122.72491746003837	123.57812165058805
1426.6929093832784	123.20784112184126	122.85425751429841	123.70930266892867
1470.079436725652	123.33718088992929	122.98163640268234	123.83864205395751
1514.785372570339	123.46466205848544	123.10709675707841	123.96617670141023
1560.8508408660075	123.5903214654435	123.23067909832767	124.09194168013886
1608.3171857529903	123.7141939502182	123.35242177521759	124.21597016013325
1657.2270086699941	123.82896125113179	123.46504574268562	124.33085323363704
1707.6242065892445	123.9492737705743	123.58313709156806	124.45142275042159
1759.5540114143837	124.0754124774435	123.70696476674054	124.5779416940626
1813.0630305764773	124.19245149139489	123.82169424263243	124.69532304467452
1868.199288864574	124.30785324041912	123.9347480338237	124.81110978033084
1925.0122715283512	124.42164326754367	124.04615489727819	124.92532693863168
1983.5529686915359	124.53384611213933	124.15594208405884	125.03799824607759
2043.8739211159666	124.64448552562543	124.2641354172827	125.14914618997071
2106.029267357362	124.75358410812098	124.37075960365053	125.25879232326245
2170.0747923551266	124.8611633274411	124.47583860519089	125.36695762790093
2236.067977499791	124.96724388318965	124.57939529230853	125.47366214978146
2304.0680522230455	125.07184589302547	124.68145146533149	125.57892501150495
2374.136047156642	125.17498875257371	124.78202812580065	125.6827646778987
2446.3348489078903	125.27669079599748	124.88114569025463	125.78519916103481
2520.7292565009193	125.37697003550853	124.97882368349404	125.88624569680671
2597.386039534329	125.4758438187519	125.07508078501583	125.98592078970724
2676.3739981074664	125.57332884223821	125.16993527937615	126.0842406556342
2757.764024569083	125.6694411626748	125.26340483592965	126.18122099062484
2841.6291671438107	125.76419655790325	125.35550629224228	126.27687674565723
2928.0446954935414	125.85761044610264	125.44625598394512	126.37122245453197
3017.0881682725835	125.94969732997544	125.53567005694019	126.46427254251977
3108.839502737192	126.04047175075223	125.62376384055098	126.55604068163355
3203.3810464719704	126.12994778310812	125.7105522379701	126.6465401886402
3300.797651297515	126.21813878723036	125.79604993309151	126.7357842229941
3401.1767494256246	126.30505809547218	125.88027108061556	126.82378546861086
3504.6084319304377	126.39071863545564	125.96322933286366	126.91055615883768
3611.185529605923	126.47513324466021	126.04493810815053	126.9961507712226
3721.0036962822805	126.55831396918298	126.12541057566469	127.08049795268137
3834.161494676058	126.64027304866502	126.20465952122755	127.16365001030171
3950.7604848509977	126.72102233238385	126.28269721602847	127.24561797212229
4070.905315369048	126.80037119214943	126.35953585971964	127.32641283262546
4194.703817213302	126.87874353125005	126.43518763504343	127.40604560554746
4322.26710056722	126.95593958938896	126.50966389818157	127.48452650366502
4453.709654536921	127.03197041625737	126.58297605960661	127.56186582813977
4589.14944990612	127.106846386841	126.65513529280788	127.63807367293253
4728.708045015884	127.18057810509755	126.72615283410576	127.71316021950818
4872.510694864245	127.253176090274	126.7960389240332	127.7871346775602
5020.68646352361	127.32465036522557	126.86480458937305	127.86000707160969
5173.368339976837	127.3950106890612	126.93245995566895	127.931786543445
5330.693357475944	127.46426746603144	126.99901523141246	128.00248233839358
