# MS = 400, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   5.31631955E+01  -8.54744647E+01   1.05886768E+02                -
   -2.9400000000  -8.14592274E+01   4.21581308E+01   1.07247403E+02                -
   -2.8800000000   2.67435097E+01   7.04429519E+01   1.08428324E+02                -
   -2.8200000000   7.37182144E+01   8.34316402E+01   1.09443946E+02   8.21389150e+01
   -2.7600000000   8.87522752E+01   9.13465811E+01   1.10307110E+02   9.32944597e+01
   -2.7000000000   9.69054013E+01   9.66517016E+01   1.11029349E+02   9.96841497e+01
   -2.6400000000   1.02024508E+02   1.00392055E+02   1.11621109E+02   1.03800113e+02
   -2.5800000000   1.05460899E+02   1.03101788E+02   1.12091911E+02   1.06600718e+02
   -2.5200000000   1.07840957E+02   1.05088206E+02   1.12450500E+02   1.08553223e+02
   -2.4600000000   1.09503801E+02   1.06543314E+02   1.12704953E+02   1.09918566e+02
   -2.4000000000   1.10652869E+02   1.07594766E+02   1.12862778E+02   1.10857420e+02
   -2.3400000000   1.11419258E+02   1.08331451E+02   1.12930990E+02   1.11475194e+02
   -2.2800000000   1.11892344E+02   1.08817758E+02   1.12916178E+02   1.11844758e+02
   -2.2200000000   1.12135722E+02   1.09101802E+02   1.12824564E+02   1.12018576e+02
   -2.1600000000   1.12196260E+02   1.09220502E+02   1.12662048E+02   1.12035688e+02
   -2.1000000000   1.12109515E+02   1.09202838E+02   1.12434249E+02   1.11925958e+02
   -2.0400000000   1.11903143E+02   1.09072009E+02   1.12146541E+02   1.11712774e+02
   -1.9800000000   1.11599113E+02   1.08846919E+02   1.11804084E+02   1.11414829e+02
   -1.9200000000   1.11215207E+02   1.08543208E+02   1.11411850E+02   1.11047335e+02
   -1.8600000000   1.10766058E+02   1.08174002E+02   1.10974642E+02   1.10622868e+02
   -1.8000000000   1.10263891E+02   1.07750461E+02   1.10497120E+02   1.10151977e+02
   -1.7400000000   1.09719050E+02   1.07282180E+02   1.09983811E+02   1.09643625e+02
   -1.6800000000   1.09140404E+02   1.06777503E+02   1.09439127E+02   1.09105525e+02
   -1.6200000000   1.08535632E+02   1.06243757E+02   1.08867374E+02   1.08544370e+02
   -1.5600000000   1.07911462E+02   1.05687435E+02   1.08272765E+02   1.07966047e+02
   -1.5000000000   1.07273832E+02   1.05114339E+02   1.07659425E+02   1.07375771e+02
   -1.4400000000   1.06628036E+02   1.04529698E+02   1.07031399E+02   1.06778201e+02
   -1.3800000000   1.05978827E+02   1.03938253E+02   1.06392654E+02   1.06177533e+02
   -1.3200000000   1.05330499E+02   1.03344334E+02   1.05747082E+02   1.05577573e+02
   -1.2600000000   1.04686960E+02   1.02751918E+02   1.05098503E+02   1.04981793e+02
   -1.2000000000   1.04051780E+02   1.02164674E+02   1.04450661E+02   1.04393380e+02
   -1.1400000000   1.03428239E+02   1.01586005E+02   1.03807225E+02   1.03815270e+02
   -1.0800000000   1.02819360E+02   1.01019078E+02   1.03171782E+02   1.03250183e+02
   -1.0200000000   1.02227936E+02   1.00466846E+02   1.02547832E+02   1.02700646e+02
    -.9600000000   1.01656553E+02   9.99320757E+01   1.01938786E+02   1.02169012e+02
    -.9000000000   1.01107617E+02   9.94173547E+01   1.01347951E+02   1.01657475e+02
    -.8400000000   1.00583336E+02   9.89251108E+01   1.00778524E+02   1.01168086e+02
    -.7800000000   1.00085776E+02   9.84576263E+01   1.00233585E+02   1.00702762e+02
    -.7200000000   9.96168425E+01   9.80170165E+01   9.97160774E+01   1.00263293e+02
    -.6600000000   9.91782906E+01   9.76052807E+01   9.92288037E+01   9.98513469e+01
    -.6000000000   9.87717313E+01   9.72242749E+01   9.87744079E+01   9.94684777e+01
    -.5400000000   9.83986348E+01   9.68757219E+01   9.83553641E+01   9.91161255e+01
    -.4800000000   9.80603327E+01   9.65612132E+01   9.79739622E+01   9.87956202e+01
    -.4200000000   9.77580187E+01   9.62822090E+01   9.76322950E+01   9.85081824e+01
    -.3600000000   9.74927498E+01   9.60400376E+01   9.73322450E+01   9.82549243e+01
    -.3000000000   9.72654463E+01   9.58358952E+01   9.70754718E+01   9.80368495e+01
    -.2400000000   9.70768910E+01   9.56708442E+01   9.68634013E+01   9.78548530e+01
    -.1800000000   9.69277297E+01   9.55458119E+01   9.66972148E+01   9.77097207e+01
    -.1200000000   9.68184701E+01   9.54615889E+01   9.65778408E+01   9.76021283e+01
    -.0600000000   9.67494814E+01   9.54188278E+01   9.65059476E+01   9.75326409e+01
               0   9.67209943E+01   9.54180416E+01   9.64819383E+01   9.75017119e+01
     .0600000000   9.67331004E+01   9.54596025E+01   9.65059477E+01   9.75096825e+01
     .1200000000   9.67857524E+01   9.55437409E+01   9.65778410E+01   9.75567804e+01
     .1800000000   9.68787646E+01   9.56705448E+01   9.66972151E+01   9.76431198e+01
     .2400000000   9.70118125E+01   9.58399589E+01   9.68634016E+01   9.77687004e+01
     .3000000000   9.71844343E+01   9.60517850E+01   9.70754722E+01   9.79334073e+01
     .3600000000   9.73960308E+01   9.63056814E+01   9.73322454E+01   9.81370103e+01
     .4200000000   9.76458670E+01   9.66011632E+01   9.76322955E+01   9.83791642e+01
     .4800000000   9.79330718E+01   9.69376025E+01   9.79739628E+01   9.86594076e+01
     .5400000000   9.82566394E+01   9.73142285E+01   9.83553647E+01   9.89771636e+01
     .6000000000   9.86154290E+01   9.77301273E+01   9.87744086E+01   9.93317380e+01
     .6600000000   9.90081650E+01   9.81842413E+01   9.92288044E+01   9.97223194e+01
     .7200000000   9.94334361E+01   9.86753685E+01   9.97160782E+01   1.00147977e+02
     .7800000000   9.98896934E+01   9.92021603E+01   1.00233586E+02   1.00607660e+02
     .8400000000   1.00375248E+02   9.97631101E+01   1.00778525E+02   1.01100192e+02
     .9000000000   1.00888267E+02   1.00356582E+02   1.01347952E+02   1.01624270e+02
     .9600000000   1.01426769E+02   1.00980757E+02   1.01938787E+02   1.02178458e+02
    1.0200000000   1.01988605E+02   1.01633655E+02   1.02547833E+02   1.02761181e+02
    1.0800000000   1.02571483E+02   1.02313118E+02   1.03171783E+02   1.03370713e+02
    1.1400000000   1.03172911E+02   1.03016792E+02   1.03807226E+02   1.04005169e+02
    1.2000000000   1.03790202E+02   1.03742114E+02   1.04450663E+02   1.04662488e+02
    1.2600000000   1.04420456E+02   1.04486284E+02   1.05098504E+02   1.05340415e+02
    1.3200000000   1.05060528E+02   1.05246235E+02   1.05747083E+02   1.06036478e+02
    1.3800000000   1.05706995E+02   1.06018600E+02   1.06392655E+02   1.06747954e+02
    1.4400000000   1.06356117E+02   1.06799657E+02   1.07031400E+02   1.07471830e+02
    1.5000000000   1.07003786E+02   1.07585271E+02   1.07659427E+02   1.08204781e+02
    1.5600000000   1.07645461E+02   1.08370818E+02   1.08272766E+02   1.08943064e+02
    1.6200000000   1.08276087E+02   1.09151082E+02   1.08867375E+02   1.09682473e+02
    1.6800000000   1.08889994E+02   1.09920129E+02   1.09439128E+02   1.10418230e+02
    1.7400000000   1.09480767E+02   1.10671140E+02   1.09983813E+02   1.11144857e+02
    1.8000000000   1.10041079E+02   1.11396190E+02   1.10497122E+02   1.11856007e+02
    1.8600000000   1.10562472E+02   1.12085960E+02   1.10974644E+02   1.12544242e+02
    1.9200000000   1.11035075E+02   1.12729338E+02   1.11411852E+02   1.13200732e+02
