# MS = 200, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
    -.9600000000   9.28678906E+01   9.23590726E+01   9.36653752E+01   9.27285176e+01
    -.9000000000   9.23696305E+01   9.18891980E+01   9.28752407E+01   9.22710063e+01
    -.8400000000   9.18997640E+01   9.14453364E+01   9.21119574E+01   9.18392038e+01
    -.7800000000   9.14586613E+01   9.10280327E+01   9.13798056E+01   9.14335191e+01
    -.7200000000   9.10466719E+01   9.06378036E+01   9.06829300E+01   9.10543438e+01
    -.6600000000   9.06641248E+01   9.02751395E+01   9.00253178E+01   9.07020523e+01
    -.6000000000   9.03113280E+01   8.99405055E+01   8.94107753E+01   9.03770313e+01
    -.5400000000   8.99885679E+01   8.96343413E+01   8.88429023E+01   9.00795642e+01
    -.4800000000   8.96961082E+01   8.93570616E+01   8.83250655E+01   8.98100007e+01
    -.4200000000   8.94341896E+01   8.91090555E+01   8.78603719E+01   8.95686444e+01
    -.3600000000   8.92030279E+01   8.88906863E+01   8.74516412E+01   8.93557803e+01
    -.3000000000   8.90028137E+01   8.87022905E+01   8.71013798E+01   8.91716734e+01
    -.2400000000   8.88337112E+01   8.85441780E+01   8.68117562E+01   8.90165687e+01
    -.1800000000   8.86958576E+01   8.84166309E+01   8.65845785E+01   8.88906904e+01
    -.1200000000   8.85893622E+01   8.83199034E+01   8.64212745E+01   8.87942417e+01
    -.0600000000   8.85143059E+01   8.82542216E+01   8.63228759E+01   8.87274046e+01
               0   8.84707409E+01   8.82197856E+01   8.62900068E+01   8.86904562e+01
     .0600000000   8.84586906E+01   8.82167574E+01   8.63228760E+01   8.86833026e+01
     .1200000000   8.84781493E+01   8.82452851E+01   8.64212747E+01   8.87060621e+01
     .1800000000   8.85290824E+01   8.83054795E+01   8.65845788E+01   8.87590655e+01
     .2400000000   8.86114272E+01   8.83974264E+01   8.68117566E+01   8.88422741e+01
     .3000000000   8.87250926E+01   8.85211854E+01   8.71013803E+01   8.89557470e+01
     .3600000000   8.88699610E+01   8.86767907E+01   8.74516418E+01   8.90995259e+01
     .4200000000   8.90458881E+01   8.88642523E+01   8.78603726E+01   8.92736360e+01
     .4800000000   8.92527048E+01   8.90835584E+01   8.83250663E+01   8.94780888e+01
     .5400000000   8.94902186E+01   8.93346764E+01   8.88429032E+01   8.97128836e+01
     .6000000000   8.97582145E+01   8.96175557E+01   8.94107763E+01   8.99780104e+01
     .6600000000   9.00564576E+01   8.99321305E+01   9.00253189E+01   9.02734530e+01
     .7200000000   9.03846942E+01   9.02783223E+01   9.06829311E+01   9.05991925e+01
     .7800000000   9.07426548E+01   9.06560436E+01   9.13798069E+01   9.09552117e+01
     .8400000000   9.11300559E+01   9.10652015E+01   9.21119588E+01   9.13415000e+01
     .9000000000   9.15466029E+01   9.15057027E+01   9.28752422E+01   9.17580592e+01
     .9600000000   9.19919926E+01   9.19774576E+01   9.36653767E+01   9.22049105e+01
    1.0200000000   9.24659169E+01   9.24803867E+01   9.44779661E+01   9.26821031e+01
    1.0800000000   9.29680655E+01   9.30144266E+01   9.53085147E+01   9.31897241e+01
    1.1400000000   9.34981298E+01   9.35795376E+01   9.61524422E+01   9.37279113e+01
    1.2000000000   9.40558070E+01   9.41757119E+01   9.70050953E+01   9.42968695e+01
    1.2600000000   9.46408039E+01   9.48029829E+01   9.78617561E+01   9.48968895e+01
    1.3200000000   9.52528411E+01   9.54614359E+01   9.87176493E+01   9.55283753e+01
    1.3800000000   9.58916565E+01   9.61512189E+01   9.95679449E+01   9.61918782e+01
    1.4400000000   9.65570069E+01   9.68725524E+01   1.00407760E+02   9.68882031e+01
    1.5000000000   9.72486652E+01   9.76257352E+01   1.01232156E+02   9.76182448e+01
    1.5600000000   9.79664041E+01   9.84111348E+01   1.02036137E+02   9.83834325e+01
    1.6200000000   9.87099523E+01   9.92291442E+01   1.02814640E+02   9.91856328e+01
    1.6800000000   9.94788361E+01   1.00079995E+02   1.03562529E+02   1.00027371e+02
    1.7400000000   1.00271971E+02   1.00963265E+02   1.04274583E+02   1.00912406e+02
    1.8000000000   1.01086035E+02   1.01875972E+02   1.04945480E+02   1.01845880e+02
    1.8600000000   1.01906515E+02   1.02802644E+02   1.05569783E+02   1.02835734e+02
    1.9200000000   1.02651837E+02   1.03685225E+02   1.06141918E+02   1.03893608e+02
    1.9800000000   1.03808633E+02   1.05082665E+02   1.06656153E+02   1.05028446e+02
    2.0400000000   1.03602416E+02   1.05092878E+02   1.07106571E+02                -
    2.1000000000   1.03970606E+02   1.05952251E+02   1.07487039E+02                -
    2.1600000000   1.04365246E+02   1.06928618E+02   1.07791175E+02                -
    2.2200000000   1.04757537E+02   1.07253811E+02   1.08012304E+02                -
    2.2800000000   1.05175175E+02   1.07390952E+02   1.08143412E+02                -
    2.3400000000   1.05622563E+02   1.07662745E+02   1.08177093E+02                -
    2.4000000000   1.06100654E+02   1.08011866E+02   1.08105483E+02                -
    2.4600000000   1.06609610E+02   1.08418737E+02   1.07920182E+02                -
    2.5200000000   1.07149385E+02   1.08874004E+02   1.07612162E+02                -
    2.5800000000   1.07719874E+02   1.09372362E+02   1.07171663E+02                -
    2.6400000000   1.08320950E+02   1.09910467E+02   1.06588055E+02                -
    2.7000000000   1.08952467E+02   1.10486029E+02   1.05849675E+02                -
    2.7600000000   1.09614257E+02   1.11097378E+02   1.04943627E+02                -
    2.8200000000   1.10306126E+02   1.11743218E+02   1.03855530E+02                -
    2.8800000000   1.11027850E+02   1.12422494E+02   1.02569189E+02                -
    2.9400000000   1.11779170E+02   1.13134301E+02   1.01066187E+02                -
    3.0000000000   1.12559790E+02   1.13877833E+02   9.93253282E+01                -
