# MS = 100, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   7.83886452E+01   7.88675190E+01   9.10191619E+01                -
   -2.9400000000   7.84120347E+01   7.88468944E+01   9.33333285E+01                -
   -2.8800000000   7.84394530E+01   7.88304432E+01   9.53153596E+01                -
   -2.8200000000   7.84717917E+01   7.88189794E+01   9.69997577E+01                -
   -2.7600000000   7.85100838E+01   7.88134311E+01   9.84153812E+01                -
   -2.7000000000   7.85555459E+01   7.88148742E+01   9.95867733E+01                -
   -2.6400000000   7.86096418E+01   7.88245826E+01   1.00535113E+02                -
   -2.5800000000   7.86741791E+01   7.88441037E+01   1.01278912E+02                -
   -2.5200000000   7.87514654E+01   7.88753798E+01   1.01834539E+02                -
   -2.4600000000   7.88445693E+01   7.89209043E+01   1.02216620E+02                -
   -2.4000000000   7.89577736E+01   7.89846735E+01   1.02438346E+02                -
   -2.3400000000   7.90972731E+01   7.90717978E+01   1.02511722E+02                -
   -2.2800000000   7.92676314E+01   7.87022714E+01   1.02447759E+02                -
   -2.2200000000   7.95457307E+01   7.88782632E+01   1.02256639E+02                -
   -2.1600000000   7.96717932E+01   7.96491100E+01   1.01947840E+02   8.35777999e+01
   -2.1000000000   7.92297547E+01   7.93650004E+01   1.01530251E+02   8.30625354e+01
   -2.0400000000   7.88962794E+01   7.89768101E+01   1.01012256E+02   8.25289873e+01
   -1.9800000000   7.86094836E+01   7.86554201E+01   1.00401818E+02   8.21020843e+01
   -1.9200000000   7.83541093E+01   7.83731985E+01   9.97065419E+01   8.16821230e+01
   -1.8600000000   7.81213317E+01   7.81179292E+01   9.89337352E+01   8.12821813e+01
   -1.8000000000   7.79057907E+01   7.78828113E+01   9.80904548E+01   8.09002450e+01
   -1.7400000000   7.77039929E+01   7.76637847E+01   9.71835538E+01   8.05363474e+01
   -1.6800000000   7.75135568E+01   7.74581558E+01   9.62197200E+01   8.01870230e+01
   -1.6200000000   7.73328174E+01   7.72640009E+01   9.52055111E+01   7.98506457e+01
   -1.5600000000   7.71605970E+01   7.70799386E+01   9.41473857E+01   7.95261987e+01
   -1.5000000000   7.69960628E+01   7.69049691E+01   9.30517314E+01   7.92129897e+01
   -1.4400000000   7.68386347E+01   7.67383681E+01   9.19248896E+01   7.89105292e+01
   -1.3800000000   7.66879205E+01   7.65796160E+01   9.07731772E+01   7.86184643e+01
   -1.3200000000   7.65436708E+01   7.64283470E+01   8.96029053E+01   7.83365382e+01
   -1.2600000000   7.64057454E+01   7.62843139E+01   8.84203949E+01   7.80645632e+01
   -1.2000000000   7.62740883E+01   7.61473608E+01   8.72319894E+01   7.78024024e+01
   -1.1400000000   7.61487083E+01   7.60174033E+01   8.60440628E+01   7.75499569e+01
   -1.0800000000   7.60296641E+01   7.58944127E+01   8.48630245E+01   7.73071563e+01
   -1.0200000000   7.59170521E+01   7.57784038E+01   8.36953188E+01   7.70739517e+01
    -.9600000000   7.58109975E+01   7.56693223E+01   8.25474201E+01   7.68503104e+01
    -.9000000000   7.57116461E+01   7.55671150E+01   8.14258212E+01   7.66350987e+01
    -.8400000000   7.56191584E+01   7.54723089E+01   8.03370158E+01   7.64302289e+01
    -.7800000000   7.55337046E+01   7.53848704E+01   7.92874742E+01   7.62350810e+01
    -.7200000000   7.54554603E+01   7.53048964E+01   7.82836109E+01   7.60495569e+01
    -.6600000000   7.53846034E+01   7.52325040E+01   7.73317449E+01   7.58736158e+01
    -.6000000000   7.53213111E+01   7.51678195E+01   7.64380519E+01   7.57072358e+01
    -.5400000000   7.52657578E+01   7.51109731E+01   7.56085092E+01   7.55504034e+01
    -.4800000000   7.52181132E+01   7.50620968E+01   7.48488338E+01   7.54031084e+01
    -.4200000000   7.51785407E+01   7.50213221E+01   7.41644147E+01   7.52653421e+01
    -.3600000000   7.51471928E+01   7.49887807E+01   7.35602413E+01   7.51370950e+01
    -.3000000000   7.51242276E+01   7.49645918E+01   7.30408303E+01   7.50183556e+01
    -.2400000000   7.51097724E+01   7.49488848E+01   7.26101534E+01   7.49091100e+01
    -.1800000000   7.51039589E+01   7.49417742E+01   7.22715685E+01   7.48093407e+01
    -.1200000000   7.51069042E+01   7.49433719E+01   7.20277582E+01   7.47190262e+01
    -.0600000000   7.51187145E+01   7.49537831E+01   7.18806784E+01   7.46381400e+01
               0   7.51394843E+01   7.49731066E+01   7.18315187E+01   7.45666508e+01
     .0600000000   7.51692958E+01   7.50014342E+01   7.18806786E+01   7.45045216e+01
     .1200000000   7.52082191E+01   7.50388501E+01   7.20277586E+01   7.44517091e+01
     .1800000000   7.52563113E+01   7.50854311E+01   7.22715690E+01   7.44081636e+01
     .2400000000   7.53136164E+01   7.51412455E+01   7.26101541E+01   7.43738284e+01
     .3000000000   7.53801646E+01   7.52063539E+01   7.30408312E+01   7.43486394e+01
     .3600000000   7.54559721E+01   7.52808078E+01   7.35602423E+01   7.43325242e+01
     .4200000000   7.55410404E+01   7.53646500E+01   7.41644159E+01   7.43254021e+01
     .4800000000   7.56353557E+01   7.54579139E+01   7.48488351E+01   7.43271829e+01
     .5400000000   7.57388878E+01   7.55606234E+01   7.56085107E+01   7.43377666e+01
     .6000000000   7.58515895E+01   7.56727920E+01   7.64380535E+01   7.43570418e+01
     .6600000000   7.59733949E+01   7.57944224E+01   7.73317467E+01   7.43848852e+01
     .7200000000   7.61042182E+01   7.59255057E+01   7.82836128E+01   7.44211599e+01
     .7800000000   7.62439515E+01   7.60660206E+01   7.92874762E+01   7.44657132e+01
     .8400000000   7.63924623E+01   7.62159321E+01   8.03370179E+01   7.45183752e+01
