# MS = 1000, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -1.3800000000   1.13180169E+02   1.14265938E+02   1.12919349E+02   1.14140284e+02
   -1.3200000000   1.12686891E+02   1.13781968E+02   1.12447735E+02   1.13670290e+02
   -1.2600000000   1.12192708E+02   1.13295980E+02   1.11974476E+02   1.13198813e+02
   -1.2000000000   1.11700549E+02   1.12810866E+02   1.11502356E+02   1.12728633e+02
   -1.1400000000   1.11213233E+02   1.12329415E+02   1.11034084E+02   1.12262420e+02
   -1.0800000000   1.10733470E+02   1.11854305E+02   1.10572286E+02   1.11802742e+02
   -1.0200000000   1.10263861E+02   1.11388115E+02   1.10119509E+02   1.11352059e+02
    -.9600000000   1.09806895E+02   1.10933321E+02   1.09678211E+02   1.10912734e+02
    -.9000000000   1.09364952E+02   1.10492294E+02   1.09250757E+02   1.10487023e+02
    -.8400000000   1.08940293E+02   1.10067306E+02   1.08839416E+02   1.10077079e+02
    -.7800000000   1.08535064E+02   1.09660522E+02   1.08446354E+02   1.09684981e+02
    -.7200000000   1.08151287E+02   1.09274001E+02   1.08073625E+02   1.09312653e+02
    -.6600000000   1.07790858E+02   1.08909698E+02   1.07723171E+02   1.08961951e+02
    -.6000000000   1.07455546E+02   1.08569452E+02   1.07396806E+02   1.08634615e+02
    -.5400000000   1.07146984E+02   1.08254990E+02   1.07096219E+02   1.08332272e+02
    -.4800000000   1.06866665E+02   1.07967923E+02   1.06822961E+02   1.08056439e+02
    -.4200000000   1.06615941E+02   1.07709739E+02   1.06578439E+02   1.07808517e+02
    -.3600000000   1.06396018E+02   1.07481802E+02   1.06363914E+02   1.07589785e+02
    -.3000000000   1.06207947E+02   1.07285350E+02   1.06180489E+02   1.07401405e+02
    -.2400000000   1.06052629E+02   1.07121484E+02   1.06029109E+02   1.07244409e+02
    -.1800000000   1.05930804E+02   1.06991176E+02   1.05910553E+02   1.07119704e+02
    -.1200000000   1.05843051E+02   1.06895253E+02   1.05825432E+02   1.07028067e+02
    -.0600000000   1.05789789E+02   1.06834404E+02   1.05774183E+02   1.06970137e+02
               0   1.05771270E+02   1.06809135E+02   1.05757070E+02   1.06946422e+02
     .0600000000   1.05787582E+02   1.06819954E+02   1.05774183E+02   1.06957288e+02
     .1200000000   1.05838645E+02   1.06866997E+02   1.05825432E+02   1.07002964e+02
     .1800000000   1.05924215E+02   1.06950397E+02   1.05910554E+02   1.07083537e+02
     .2400000000   1.06043884E+02   1.07070100E+02   1.06029110E+02   1.07198950e+02
     .3000000000   1.06197081E+02   1.07225898E+02   1.06180490E+02   1.07349006e+02
     .3600000000   1.06383073E+02   1.07417431E+02   1.06363914E+02   1.07533363e+02
     .4200000000   1.06600970E+02   1.07644188E+02   1.06578440E+02   1.07751536e+02
     .4800000000   1.06849727E+02   1.07905503E+02   1.06822961E+02   1.08002897e+02
     .5400000000   1.07128150E+02   1.08200563E+02   1.07096219E+02   1.08286678e+02
     .6000000000   1.07434895E+02   1.08528403E+02   1.07396806E+02   1.08601967e+02
     .6600000000   1.07768477E+02   1.08887909E+02   1.07723171E+02   1.08947712e+02
     .7200000000   1.08127271E+02   1.09277821E+02   1.08073626E+02   1.09322723e+02
     .7800000000   1.08509521E+02   1.09696733E+02   1.08446354E+02   1.09725669e+02
     .8400000000   1.08913339E+02   1.10143094E+02   1.08839417E+02   1.10155085e+02
     .9000000000   1.09336711E+02   1.10615212E+02   1.09250758E+02   1.10609367e+02
     .9600000000   1.09777502E+02   1.11111251E+02   1.09678212E+02   1.11086774e+02
    1.0200000000   1.10233460E+02   1.11629232E+02   1.10119510E+02   1.11585429e+02
    1.0800000000   1.10702218E+02   1.12167038E+02   1.10572287E+02   1.12103321e+02
    1.1400000000   1.11181294E+02   1.12722405E+02   1.11034084E+02   1.12638299e+02
    1.2000000000   1.11668098E+02   1.13292930E+02   1.11502357E+02   1.13188072e+02
    1.2600000000   1.12159932E+02   1.13876061E+02   1.11974477E+02   1.13750211e+02
    1.3200000000   1.12653986E+02   1.14469100E+02   1.12447736E+02   1.14322140e+02
    1.3800000000   1.13147345E+02   1.15069197E+02   1.12919350E+02   1.14901136e+02
    1.4400000000   1.13636980E+02   1.15673344E+02   1.13386460E+02   1.15484326e+02
    1.5000000000   1.14119754E+02   1.16278378E+02   1.13846133E+02   1.16068676e+02
    1.5600000000   1.14592410E+02   1.16880969E+02   1.14295364E+02   1.16650996e+02
    1.6200000000   1.15051575E+02   1.17477627E+02   1.14731071E+02   1.17227936e+02
    1.6800000000   1.15493746E+02   1.18064707E+02   1.15150099E+02   1.17795990e+02
    1.7400000000   1.15915290E+02   1.18638478E+02   1.15549211E+02   1.18351525e+02
    1.8000000000   1.16312429E+02   1.19195061E+02   1.15925088E+02   1.18890862e+02
    1.8600000000   1.16681235E+02   1.19730965E+02   1.16274324E+02   1.19410547e+02
    1.9200000000   1.17017616E+02   1.20244464E+02   1.16593414E+02   1.19908656e+02
    1.9800000000   1.17317297E+02   1.20748922E+02   1.16878753E+02   1.20397455e+02
    2.0400000000   1.17575810E+02   1.21180105E+02   1.17126621E+02   1.20682652e+02
    2.1000000000   1.17788473E+02   1.21536647E+02   1.17333173E+02   1.21054862e+02
    2.1600000000   1.17950363E+02   1.21851300E+02   1.17494425E+02   1.21378059e+02
    2.2200000000   1.18056335E+02   1.22112084E+02   1.17606242E+02   1.21645497e+02
    2.2800000000   1.18100834E+02   1.22309379E+02   1.17664311E+02   1.21849841e+02
    2.3400000000   1.18078088E+02   1.22434083E+02   1.17664132E+02   1.21983086e+02
    2.4000000000   1.17981919E+02   1.22476691E+02   1.17600981E+02   1.22036457e+02
    2.4600000000   1.17805734E+02   1.22426976E+02   1.17469891E+02   1.22000285e+02
    2.5200000000   1.17542465E+02   1.22273757E+02   1.17265616E+02   1.21863869e+02
    2.5800000000   1.17184507E+02   1.22004686E+02   1.16982591E+02   1.21615293e+02
    2.6400000000   1.16723637E+02   1.21606011E+02   1.16614890E+02   1.21241215e+02
    2.7000000000   1.16150923E+02   1.21062301E+02   1.16156171E+02   1.20726599e+02
    2.7600000000   1.15456612E+02   1.20356110E+02   1.15599617E+02   1.20054385e+02
    2.8200000000   1.14629992E+02   1.19467559E+02   1.14937859E+02   1.19205060e+02
    2.8800000000   1.13659227E+02   1.18373802E+02   1.14162891E+02   1.18156127e+02
    2.9400000000   1.12531150E+02   1.17048342E+02   1.13265961E+02   1.16881397e+02
    3.0000000000   1.11231004E+02   1.15460122E+02   1.12237444E+02   1.15350067e+02
