# MS = 500, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -1.3800000000   1.08035559E+02   1.08380846E+02   1.08058761E+02   1.08456120e+02
   -1.3200000000   1.07427567E+02   1.07799577E+02   1.07462590E+02   1.07889279e+02
   -1.2600000000   1.06821494E+02   1.07219030E+02   1.06863865E+02   1.07323874e+02
   -1.2000000000   1.06220845E+02   1.06642518E+02   1.06266059E+02   1.06763086e+02
   -1.1400000000   1.05628906E+02   1.06073160E+02   1.05672571E+02   1.06209905e+02
   -1.0800000000   1.05048762E+02   1.05513896E+02   1.05086713E+02   1.05667139e+02
   -1.0200000000   1.04483314E+02   1.04967507E+02   1.04511715E+02   1.05137438e+02
    -.9600000000   1.03935286E+02   1.04436621E+02   1.03950710E+02   1.04623297e+02
    -.9000000000   1.03407237E+02   1.03923722E+02   1.03406734E+02   1.04127070e+02
    -.8400000000   1.02901566E+02   1.03431162E+02   1.02882714E+02   1.03650979e+02
    -.7800000000   1.02420515E+02   1.02961159E+02   1.02381459E+02   1.03197116e+02
    -.7200000000   1.01966177E+02   1.02515807E+02   1.01905652E+02   1.02767446e+02
    -.6600000000   1.01540496E+02   1.02097073E+02   1.01457838E+02   1.02363815e+02
    -.6000000000   1.01145265E+02   1.01706801E+02   1.01040415E+02   1.01987948e+02
    -.5400000000   1.00782131E+02   1.01346713E+02   1.00655620E+02   1.01641453e+02
    -.4800000000   1.00452591E+02   1.01018407E+02   1.00305520E+02   1.01325818e+02
    -.4200000000   1.00157991E+02   1.00723356E+02   9.99919994E+01   1.01042413e+02
    -.3600000000   9.98995291E+01   1.00462906E+02   9.97167519E+01   1.00792488e+02
    -.3000000000   9.96782474E+01   1.00238275E+02   9.94812672E+01   1.00577171e+02
    -.2400000000   9.94950351E+01   1.00050552E+02   9.92868233E+01   1.00397471e+02
    -.1800000000   9.93506246E+01   9.99006902E+01   9.91344780E+01   1.00254270e+02
    -.1200000000   9.92455912E+01   9.97895105E+01   9.90250618E+01   1.00148325e+02
    -.0600000000   9.91803512E+01   9.97176954E+01   9.89591719E+01   1.00080267e+02
               0   9.91551613E+01   9.96857774E+01   9.89371685E+01   1.00050597e+02
     .0600000000   9.91701180E+01   9.96941914E+01   9.89591719E+01   1.00059687e+02
     .1200000000   9.92251575E+01   9.97431649E+01   9.90250619E+01   1.00107777e+02
     .1800000000   9.93200558E+01   9.98328247E+01   9.91344782E+01   1.00194973e+02
     .2400000000   9.94544295E+01   9.99631424E+01   9.92868236E+01   1.00321251e+02
     .3000000000   9.96277367E+01   1.00133944E+02   9.94812675E+01   1.00486450e+02
     .3600000000   9.98392786E+01   1.00344911E+02   9.97167523E+01   1.00690277e+02
     .4200000000   1.00088201E+02   1.00595578E+02   9.99919998E+01   1.00932303e+02
     .4800000000   1.00373495E+02   1.00885336E+02   1.00305520E+02   1.01211964e+02
     .5400000000   1.00694001E+02   1.01213429E+02   1.00655620E+02   1.01528563e+02
     .6000000000   1.01048408E+02   1.01578957E+02   1.01040416E+02   1.01881266e+02
     .6600000000   1.01435258E+02   1.01980875E+02   1.01457839E+02   1.02269104e+02
     .7200000000   1.01852944E+02   1.02417995E+02   1.01905653E+02   1.02690972e+02
     .7800000000   1.02299712E+02   1.02888981E+02   1.02381460E+02   1.03145627e+02
     .8400000000   1.02773664E+02   1.03392351E+02   1.02882715E+02   1.03631687e+02
     .9000000000   1.03272752E+02   1.03926476E+02   1.03406735E+02   1.04147631e+02
     .9600000000   1.03794781E+02   1.04489574E+02   1.03950711E+02   1.04691787e+02
    1.0200000000   1.04337401E+02   1.05079708E+02   1.04511716E+02   1.05262340e+02
    1.0800000000   1.04898109E+02   1.05694779E+02   1.05086714E+02   1.05857313e+02
    1.1400000000   1.05474237E+02   1.06332517E+02   1.05672572E+02   1.06474567e+02
    1.2000000000   1.06062946E+02   1.06990474E+02   1.06266061E+02   1.07111790e+02
    1.2600000000   1.06661214E+02   1.07666008E+02   1.06863866E+02   1.07766478e+02
    1.3200000000   1.07265827E+02   1.08356267E+02   1.07462591E+02   1.08435929e+02
    1.3800000000   1.07873354E+02   1.09058171E+02   1.08058762E+02   1.09117211e+02
    1.4400000000   1.08480135E+02   1.09768381E+02   1.08648827E+02   1.09807148e+02
    1.5000000000   1.09082251E+02   1.10483273E+02   1.09229160E+02   1.10502285e+02
    1.5600000000   1.09675495E+02   1.11198896E+02   1.09796060E+02   1.11198851e+02
    1.6200000000   1.10255336E+02   1.11910924E+02   1.10345748E+02   1.11892713e+02
    1.6800000000   1.10816873E+02   1.12614598E+02   1.10874364E+02   1.12579325e+02
    1.7400000000   1.11354784E+02   1.13304653E+02   1.11377963E+02   1.13253656e+02
    1.8000000000   1.11863262E+02   1.13975224E+02   1.11852508E+02   1.13910106e+02
    1.8600000000   1.12335934E+02   1.14619736E+02   1.12293861E+02   1.14542404e+02
    1.9200000000   1.12765769E+02   1.15230760E+02   1.12697773E+02   1.15143472e+02
    1.9800000000   1.13144962E+02   1.15799834E+02   1.13059871E+02   1.15705269e+02
    2.0400000000   1.13464791E+02   1.16317231E+02   1.13375647E+02   1.16218576e+02
    2.1000000000   1.13715439E+02   1.16771662E+02   1.13640436E+02   1.16672728e+02
    2.1600000000   1.13885775E+02   1.17149893E+02   1.13849401E+02   1.17055256e+02
    2.2200000000   1.13963076E+02   1.17436228E+02   1.13997506E+02   1.17351498e+02
    2.2800000000   1.13932671E+02   1.17611832E+02   1.14079492E+02   1.17543888e+02
    2.3400000000   1.13777486E+02   1.17653796E+02   1.14089845E+02   1.17611218e+02
    2.4000000000   1.13477442E+02   1.17533864E+02   1.14022759E+02   1.17527511e+02
    2.4600000000   1.13008670E+02   1.17216703E+02   1.13872098E+02   1.17260645e+02
    2.5200000000   1.12342439E+02   1.16657305E+02   1.13631342E+02   1.16769475e+02
    2.5800000000   1.11443691E+02   1.15795098E+02   1.13293533E+02   1.15999920e+02
    2.6400000000   1.10269026E+02   1.12736996E+02   1.12851204E+02   1.14881451e+02
    2.7000000000   1.08763574E+02   1.12815410E+02   1.12296300E+02   1.13319352e+02
    2.7600000000   1.06856816E+02   1.10416939E+02   1.11620077E+02   1.11075611e+02
    2.8200000000   1.04455668E+02   1.07127601E+02   1.10812988E+02   1.08136828e+02
    2.8800000000   1.01433630E+02   1.02560159E+02   1.09864535E+02   1.04099914e+02
    2.9400000000   9.76123123E+01   9.60892803E+01   1.08763090E+02   9.84383363e+01
    3.0000000000   9.27277773E+01   8.64677255E+01   1.07495677E+02   9.01670679e+01
