# MS = 500, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   9.19577854E+01   9.08765961E+01   1.07645478E+02   9.26544689e+01
   -2.9400000000   9.69448544E+01   9.49103946E+01   1.08911125E+02   9.76198425e+01
   -2.8800000000   1.00858267E+02   9.81969574E+01   1.10011068E+02   1.01465881e+02
   -2.8200000000   1.03963508E+02   1.00888025E+02   1.10958252E+02   1.04486357e+02
   -2.7600000000   1.06439976E+02   1.03094355E+02   1.11764278E+02   1.06875008e+02
   -2.7000000000   1.08414935E+02   1.04899491E+02   1.12439622E+02   1.08766601e+02
   -2.6400000000   1.09982107E+02   1.06368090E+02   1.12993813E+02   1.10258590e+02
   -2.5800000000   1.11212565E+02   1.07551423E+02   1.13435578E+02   1.11423843e+02
   -2.5200000000   1.12161681E+02   1.08490715E+02   1.13772959E+02   1.12318283e+02
   -2.4600000000   1.12873302E+02   1.09219765E+02   1.14013412E+02   1.12985787e+02
   -2.4000000000   1.13382894E+02   1.09766636E+02   1.14163884E+02   1.13461441e+02
   -2.3400000000   1.13719557E+02   1.10154927E+02   1.14230885E+02   1.13773769e+02
   -2.2800000000   1.13907500E+02   1.10404696E+02   1.14220546E+02   1.13946300e+02
   -2.2200000000   1.13967110E+02   1.10533171E+02   1.14138663E+02   1.13998687e+02
   -2.1600000000   1.13915743E+02   1.10555284E+02   1.13990744E+02   1.13947553e+02
   -2.1000000000   1.13768328E+02   1.10484090E+02   1.13782042E+02   1.13807099e+02
   -2.0400000000   1.13537826E+02   1.10331094E+02   1.13517588E+02   1.13589579e+02
   -1.9800000000   1.13235582E+02   1.10106511E+02   1.13202213E+02   1.13305664e+02
   -1.9200000000   1.12871613E+02   1.09819474E+02   1.12840578E+02   1.12964722e+02
   -1.8600000000   1.12454820E+02   1.09478205E+02   1.12437187E+02   1.12575044e+02
   -1.8000000000   1.11993178E+02   1.09090150E+02   1.11996407E+02   1.12144018e+02
   -1.7400000000   1.11493870E+02   1.08662091E+02   1.11522483E+02   1.11678280e+02
   -1.6800000000   1.10963409E+02   1.08200244E+02   1.11019548E+02   1.11183819e+02
   -1.6200000000   1.10407733E+02   1.07710333E+02   1.10491636E+02   1.10666083e+02
   -1.5600000000   1.09832283E+02   1.07197651E+02   1.09942687E+02   1.10130045e+02
   -1.5000000000   1.09242071E+02   1.06667123E+02   1.09376557E+02   1.09580278e+02
   -1.4400000000   1.08641729E+02   1.06123341E+02   1.08797021E+02   1.09021000e+02
   -1.3800000000   1.08035559E+02   1.05570610E+02   1.08207775E+02   1.08456120e+02
   -1.3200000000   1.07427567E+02   1.05012972E+02   1.07612441E+02   1.07889279e+02
   -1.2600000000   1.06821494E+02   1.04454241E+02   1.07014564E+02   1.07323874e+02
   -1.2000000000   1.06220845E+02   1.03898018E+02   1.06417617E+02   1.06763086e+02
   -1.1400000000   1.05628906E+02   1.03347710E+02   1.05824989E+02   1.06209905e+02
   -1.0800000000   1.05048762E+02   1.02806550E+02   1.05239990E+02   1.05667139e+02
   -1.0200000000   1.04483314E+02   1.02277602E+02   1.04665845E+02   1.05137438e+02
    -.9600000000   1.03935286E+02   1.01763776E+02   1.04105681E+02   1.04623297e+02
    -.9000000000   1.03407237E+02   1.01267831E+02   1.03562529E+02   1.04127070e+02
    -.8400000000   1.02901566E+02   1.00792382E+02   1.03039311E+02   1.03650979e+02
    -.7800000000   1.02420515E+02   1.00339906E+02   1.02538831E+02   1.03197116e+02
    -.7200000000   1.01966177E+02   9.99127387E+01   1.02063766E+02   1.02767446e+02
    -.6600000000   1.01540496E+02   9.95130800E+01   1.01616658E+02   1.02363815e+02
    -.6000000000   1.01145265E+02   9.91429916E+01   1.01199898E+02   1.01987948e+02
    -.5400000000   1.00782131E+02   9.88043961E+01   1.00815718E+02   1.01641453e+02
    -.4800000000   1.00452591E+02   9.84990754E+01   1.00466182E+02   1.01325818e+02
    -.4200000000   1.00157991E+02   9.82286680E+01   1.00153171E+02   1.01042413e+02
    -.3600000000   9.98995291E+01   9.79946665E+01   9.98783730E+01   1.00792488e+02
    -.3000000000   9.96782474E+01   9.77984140E+01   9.96432748E+01   1.00577171e+02
    -.2400000000   9.94950351E+01   9.76411012E+01   9.94491513E+01   1.00397471e+02
    -.1800000000   9.93506246E+01   9.75237632E+01   9.92970580E+01   1.00254270e+02
    -.1200000000   9.92455912E+01   9.74472763E+01   9.91878232E+01   1.00148325e+02
    -.0600000000   9.91803512E+01   9.74123553E+01   9.91220427E+01   1.00080267e+02
               0   9.91551613E+01   9.74195509E+01   9.91000759E+01   1.00050597e+02
     .0600000000   9.91701180E+01   9.74692478E+01   9.91220428E+01   1.00059687e+02
     .1200000000   9.92251575E+01   9.75616629E+01   9.91878233E+01   1.00107777e+02
     .1800000000   9.93200558E+01   9.76968442E+01   9.92970582E+01   1.00194973e+02
     .2400000000   9.94544295E+01   9.78746704E+01   9.94491516E+01   1.00321251e+02
     .3000000000   9.96277367E+01   9.80948505E+01   9.96432751E+01   1.00486450e+02
     .3600000000   9.98392786E+01   9.83569241E+01   9.98783734E+01   1.00690277e+02
     .4200000000   1.00088201E+02   9.86602621E+01   1.00153172E+02   1.00932303e+02
     .4800000000   1.00373495E+02   9.90040677E+01   1.00466183E+02   1.01211964e+02
     .5400000000   1.00694001E+02   9.93873773E+01   1.00815719E+02   1.01528563e+02
     .6000000000   1.01048408E+02   9.98090621E+01   1.01199898E+02   1.01881266e+02
     .6600000000   1.01435258E+02   1.00267828E+02   1.01616658E+02   1.02269104e+02
     .7200000000   1.01852944E+02   1.00762219E+02   1.02063767E+02   1.02690972e+02
     .7800000000   1.02299712E+02   1.01290613E+02   1.02538831E+02   1.03145627e+02
     .8400000000   1.02773664E+02   1.01851226E+02   1.03039312E+02   1.03631687e+02
     .9000000000   1.03272752E+02   1.02442108E+02   1.03562530E+02   1.04147631e+02
     .9600000000   1.03794781E+02   1.03061142E+02   1.04105682E+02   1.04691787e+02
    1.0200000000   1.04337401E+02   1.03706039E+02   1.04665846E+02   1.05262340e+02
    1.0800000000   1.04898109E+02   1.04374332E+02   1.05239992E+02   1.05857313e+02
    1.1400000000   1.05474237E+02   1.05063369E+02   1.05824990E+02   1.06474567e+02
    1.2000000000   1.06062946E+02   1.05770305E+02   1.06417618E+02   1.07111790e+02
    1.2600000000   1.06661214E+02   1.06492083E+02   1.07014566E+02   1.07766478e+02
    1.3200000000   1.07265827E+02   1.07225422E+02   1.07612442E+02   1.08435929e+02
    1.3800000000   1.07873354E+02   1.07966795E+02   1.08207776E+02   1.09117211e+02
    1.4400000000   1.08480135E+02   1.08712400E+02   1.08797022E+02   1.09807148e+02
    1.5000000000   1.09082251E+02   1.09458134E+02   1.09376559E+02   1.10502285e+02
    1.5600000000   1.09675495E+02   1.10199548E+02   1.09942688E+02   1.11198851e+02
    1.6200000000   1.10255336E+02   1.10931802E+02   1.10491637E+02   1.11892713e+02
    1.6800000000   1.10816873E+02   1.11649606E+02   1.11019549E+02   1.12579325e+02
    1.7400000000   1.11354784E+02   1.12347150E+02   1.11522484E+02   1.13253656e+02
    1.8000000000   1.11863262E+02   1.13018013E+02   1.11996408E+02   1.13910106e+02
    1.8600000000   1.12335934E+02   1.13655059E+02   1.12437189E+02   1.14542404e+02
    1.9200000000   1.12765769E+02   1.14250301E+02   1.12840580E+02   1.15143472e+02
    1.9800000000   1.13144962E+02   1.14794735E+02   1.13202215E+02   1.15705269e+02
    2.0400000000   1.13464791E+02   1.15278130E+02   1.13517589E+02   1.16218576e+02
    2.1000000000   1.13715439E+02   1.15688763E+02   1.13782044E+02   1.16672728e+02
    2.1600000000   1.13885775E+02   1.16013084E+02   1.13990746E+02   1.17055256e+02
    2.2200000000   1.13963076E+02   1.16235269E+02   1.14138665E+02   1.17351498e+02
    2.2800000000   1.13932671E+02   1.16336655E+02   1.14220548E+02   1.17543888e+02
    2.3400000000   1.13777486E+02   1.16294974E+02   1.14230887E+02   1.17611218e+02
    2.4000000000   1.13477442E+02   1.16083341E+02   1.14163886E+02   1.17527511e+02
    2.4600000000   1.13008670E+02   1.15668935E+02   1.14013414E+02   1.17260645e+02
    2.5200000000   1.12342439E+02   1.15011082E+02   1.13772961E+02   1.16769475e+02
    2.5800000000   1.11443691E+02   1.14056542E+02   1.13435580E+02   1.15999920e+02
    2.6400000000   1.10269026E+02   1.12737861E+02   1.12993815E+02   1.14881451e+02
    2.7000000000   1.08763574E+02   1.10967788E+02   1.12439624E+02   1.13319352e+02
    2.7600000000   1.06856816E+02   1.08608519E+02   1.11764281E+02   1.11075611e+02
    2.8200000000   1.04455668E+02   1.05494619E+02   1.10958255E+02   1.08136828e+02
    2.8800000000   1.01433630E+02   1.01357513E+02   1.10011071E+02   1.04099914e+02
    2.9400000000   9.76123123E+01   9.58121200E+01   1.08911128E+02   9.84383363e+01
    3.0000000000   9.27277773E+01   8.81641426E+01   1.07645481E+02   9.01670679e+01
