# MS = 100000, TanBeta = 5, Xt = 0
#             MS        MSSMtower         EFTtower        MSSMMuBMu           HSSUSY         Softsusy  MSSMMuBMuSPheno        FeynHiggs   DeltaFeynHiggs           SUSYHD      DeltaSUSYHD           SPheno   SPheno FS-like  MSSMMuBMuYuatMS MSSMMuBMuYuatMSSPheno MSSMtower(yt(MS)^0L)
 1499.5517958901   1.09132905E+02                -   1.10277588E+02   1.09112871E+02   1.10282352e+02   1.11270511E+02   1.09883716E+02   7.08920256E-01          109.185         0.653121   1.10884098E+02   1.09909442E+02   1.09712153E+02   1.09830619E+02   1.09040133E+02
 1685.1136951894   1.10000933E+02                -   1.11151834E+02   1.09966768E+02   1.11157984e+02   1.12239332E+02   1.10764526E+02   7.51229512E-01          110.032         0.656849   1.11859261E+02   1.10790695E+02   1.10542021E+02   1.10688885E+02   1.09891157E+02
 1893.6379346798   1.10836892E+02                -   1.11991230E+02   1.10788583E+02   1.11998556e+02   1.13176854E+02   1.11608566E+02   7.94453139E-01          110.848         0.661189   1.12803960E+02   1.11637926E+02   1.11336702E+02   1.11515153E+02   1.10710689E+02
 2127.9659870400   1.11642213E+02                -   1.12797375E+02   1.11580006E+02   1.12805655e+02   1.14084440E+02   1.12429262E+02   8.38912849E-01          111.632         0.665925   1.13719610E+02   1.12452678E+02   1.12097919E+02   1.12311131E+02   1.11500170E+02
 2391.2909427245   1.12418365E+02                -   1.13571718E+02   1.12342609E+02   1.13580873e+02   1.14963523E+02   1.13208624E+02   8.83990175E-01          112.389         0.670916   1.14607593E+02   1.13236460E+02   1.12827373E+02   1.13078516E+02   1.12261097E+02
 2687.2010208726   1.13166711E+02                -   1.14315764E+02   1.13077850E+02   1.14325621e+02   1.15815461E+02   1.13969465E+02   9.30191169E-01          113.118         0.676242   1.15469254E+02   1.13990726E+02   1.13526580E+02   1.13818799E+02   1.12994843E+02
 3019.7284644718   1.13888464E+02                -   1.15030929E+02   1.13787093E+02   1.15041372e+02   1.16641559E+02   1.14692910E+02   9.77049563E-01          113.822         0.681597   1.16305882E+02   1.14716884E+02   1.14197111E+02   1.14533520E+02   1.13702630E+02
 3393.4044860477   1.14584886E+02                -   1.15718565E+02   1.14471607E+02   1.15729495e+02   1.17443067E+02   1.15411952E+02   1.02496445E+00          114.501         0.686947   1.17118711E+02   1.15416273E+02   1.14840431E+02   1.15224102E+02   1.14385720E+02
 3813.3210126041   1.15257142E+02                -   1.16379964E+02   1.15132581E+02   1.16391294e+02   1.18221176E+02   1.16072230E+02   1.07304234E+00          115.157         0.692506   1.17908919E+02   1.16090174E+02   1.15457933E+02   1.15891888E+02   1.15045273E+02
 4285.2000711840   1.15906330E+02                -   1.17016355E+02   1.15771127E+02   1.17028010e+02   1.18977019E+02   1.16725046E+02   1.12329584E+00           115.79         0.698124   1.18677624E+02   1.16739885E+02   1.16050943E+02   1.16538145E+02   1.15682385E+02
 4815.4717605417   1.16533499E+02                -   1.17628901E+02   1.16388287E+02   1.17640818e+02   1.19711670E+02   1.17370785E+02   1.17350026E+00          116.403         0.703624   1.19425886E+02   1.17366413E+02   1.16620716E+02   1.17164066E+02   1.16298086E+02
 5411.3618714114   1.17139629E+02                -   1.18218710E+02   1.16985039E+02   1.18230831e+02   1.20426147E+02   1.17986795E+02   1.22423655E+00          116.995         0.708939   1.20154715E+02   1.17970800E+02   1.17168441E+02   1.17770773E+02   1.16893355E+02
 6080.9903493383   1.17725655E+02                -   1.18787256E+02   1.17562302E+02   1.18799102e+02   1.21121414E+02   1.18555728E+02   1.27560114E+00          117.568         0.714333   1.20865056E+02   1.18554302E+02   1.17695245E+02   1.18359318E+02   1.17469105E+02
 6833.4819417835   1.18292512E+02                -   1.19334683E+02   1.18120940E+02   1.19346629e+02   1.21798382E+02   1.19127635E+02   1.32787147E+00          118.122         0.719656   1.21557811E+02   1.19117902E+02   1.18202193E+02   1.18930689E+02   1.18026204E+02
 7679.0905372449   1.18840943E+02                -   1.19862349E+02   1.18661768E+02   1.19874357e+02   1.22457913E+02   1.19711476E+02   1.38052904E+00          118.659         0.724692   1.22233829E+02   1.19662212E+02   1.18690293E+02   1.19485815E+02   1.18565467E+02
 8629.3388907111   1.19371773E+02                -   1.20371139E+02   1.19185552E+02   1.20383175e+02   1.23100823E+02   1.20225758E+02   1.43414464E+00          119.178         0.729746   1.22893865E+02   1.20188426E+02   1.19160496E+02   1.20025568E+02   1.19087663E+02
 9697.1756394287   1.19885747E+02                -   1.20861898E+02   1.19693016E+02   1.20873930e+02   1.23727880E+02   1.20738823E+02   1.48818856E+00          119.682         0.734728   1.23538786E+02   1.20697224E+02   1.19613705E+02   1.20550764E+02   1.19593520E+02
10897.1517485716   1.20383571E+02                -   1.21335420E+02   1.20184844E+02   1.21347419e+02   1.24339816E+02   1.21252146E+02   1.54272678E+00           120.17          0.73953   1.24169257E+02   1.21189664E+02   1.20050771E+02   1.21062173E+02   1.20083724E+02
12245.6187911631   1.20867484E+02                -   1.21792459E+02   1.20661681E+02   1.21804398e+02   1.24937319E+02   1.21702957E+02   1.60015754E+00          120.643         0.744196   1.24785943E+02   1.21665969E+02   1.20472501E+02   1.21560514E+02   1.20558911E+02
13760.9517641289   1.21335286E+02                -   1.22233732E+02   1.21124140E+02   1.22245594e+02   1.25521009E+02   1.22238257E+02   1.65427471E+00          121.102         0.748852   1.25389494E+02   1.22127288E+02   1.20879660E+02   1.22046441E+02   1.21019720E+02
15463.7994767023   1.21788879E+02                -   1.22659869E+02   1.21572800E+02   1.22671635e+02   1.26091574E+02   1.22633544E+02   1.71233207E+00          121.547         0.753414   1.25980403E+02   1.22574150E+02   1.21272968E+02   1.22520647E+02   1.21466721E+02
17377.3659231189   1.22226208E+02                -   1.23071616E+02   1.22008208E+02   1.23083260e+02   1.26649565E+02   1.23173117E+02   1.76936732E+00           121.98         0.757746   1.26559491E+02   1.23007182E+02   1.21653073E+02   1.22983698E+02   1.21900477E+02
19527.7264737508   1.22652636E+02                -   1.23469522E+02   1.22430884E+02   1.23481025e+02   1.27195522E+02   1.23494444E+02   1.83662108E+00          122.399         0.762106   1.27127163E+02   1.23426997E+02   1.22020701E+02   1.23436157E+02   1.22321488E+02
21944.1831932827   1.23066423E+02                -   1.23854180E+02   1.22841324E+02   1.23865518e+02   1.27729984E+02   1.23934660E+02   1.90225452E+00          122.807         0.766382   1.27683977E+02   1.23834142E+02   1.22376454E+02   1.23878562E+02   1.22730247E+02
24659.6641277031   1.23468085E+02                -   1.24226102E+02   1.23239995E+02   1.24237317e+02   1.28253475E+02   1.24486394E+02   1.95235326E+00          123.202          0.77048   1.28230389E+02   1.24229015E+02   1.22720860E+02   1.24311401E+02   1.23127250E+02
27711.1720010281   1.23858074E+02                -   1.24585913E+02   1.23627344E+02   1.24596872e+02   1.28766473E+02   1.24961845E+02   3.63577550E+00          123.587         0.774472   1.28766884E+02   1.24612730E+02   1.23054557E+02   1.24735125E+02   1.23512931E+02
31140.2884359598   1.24236832E+02                -   1.24933920E+02   1.24003794E+02   1.24944757e+02   1.29269343E+02   1.24593464E+02   4.87933740E+00           123.96         0.778402   1.29293881E+02   1.24984911E+02   1.23377835E+02   1.25150484E+02   1.23887717E+02
34993.7405692835   1.24604779E+02                -   1.25270552E+02   1.24369750E+02   1.25281482e+02   1.29762429E+02   1.29601209E+02   7.58193568E+00          124.323         0.782218   1.29811842E+02   1.25346699E+02   1.23691476E+02   1.25556828E+02   1.24252012E+02
39324.0377830358   1.24962368E+02                -   1.25596270E+02   1.24725594E+02   1.25607090e+02   1.30246581E+02   1.23858286E+02   9.71767311E+00          124.677         0.785855   1.30321159E+02   1.25698310E+02   1.23995673E+02   1.25955694E+02   1.24606205E+02
44190.1872279123   1.25309883E+02                -   1.25912183E+02   1.25071694E+02   1.25922538e+02   1.30720762E+02   1.55979050E+02   5.23900571E+01           125.02         0.789472   1.30822248E+02   1.26040439E+02   1.24291544E+02   1.26347807E+02   1.24950657E+02
49658.4978890535   1.25647736E+02                -   1.26216286E+02   1.25408399E+02   1.26228819e+02   1.31187910E+02   1.60957657E+02   3.65591138E+00          125.354         0.793014   1.31315391E+02   1.26373000E+02   1.24578068E+02   1.26731930E+02   1.25285722E+02
55803.4841508779   1.25976275E+02                -   1.26513807E+02   1.25736042E+02   1.26525915e+02   1.31647411E+02   1.49538987E+02   1.12307693E+01          125.679         0.796421   1.31801038E+02   1.26691337E+02   1.24862350E+02   1.27110250E+02   1.25611732E+02
62708.8811734623   1.26295801E+02                -   1.26805373E+02   1.26054940E+02   1.26813512e+02   1.32095627E+02   1.59250863E+02   1.79643770E+00          125.996          0.79979   1.32279582E+02   1.27006561E+02   1.25136156E+02   1.27482500E+02   1.25929006E+02
70468.7859165787   1.26606155E+02                -   1.27071226E+02   1.26365397E+02   1.27093152e+02   1.32540600E+02   1.60423684E+02   1.08583912E+00          126.304         0.803107   1.32751207E+02   1.27313323E+02   1.25376348E+02   1.27855595E+02   1.26237849E+02
79188.9393596469   1.26908614E+02                -   1.27349117E+02   1.26667705E+02   1.27916119e+02   1.32974623E+02   1.60642976E+02   9.72941680E-01          126.604         0.806327   1.33209818E+02   1.27611431E+02   1.25658790E+02   1.28209919E+02   1.26538553E+02
88988.1673898758   1.27202993E+02                -   1.27609683E+02   1.26962139E+02   1.28476543e+02   1.33402687E+02   1.59671757E+02   1.79935200E+00          126.896         0.809448   1.33667834E+02   1.27894080E+02   1.25941977E+02   1.28556753E+02   1.26831394E+02
99999.9999929771   1.27489568E+02                -   1.27719770E+02   1.27248966E+02   1.28428023e+02   1.33831150E+02   1.32400769E+02   8.79741506E+01          127.181         0.812572   1.34116656E+02   1.28178782E+02   1.25903350E+02   1.28924997E+02   1.27116639E+02
