# MS = 100000, TanBeta = 5, Xt = 0
#             MS        MSSMtower         EFTtower        MSSMMuBMu           HSSUSY         Softsusy  MSSMMuBMuSPheno        FeynHiggs   DeltaFeynHiggs           SUSYHD      DeltaSUSYHD           SPheno   SPheno FS-like  MSSMMuBMuYuatMS MSSMMuBMuYuatMSSPheno MSSMtower(yt(MS)^0L)
   91.1875999978   7.19162713E+01                -   7.17547232E+01   6.98162603E+01                -   7.17567449E+01   7.15677308E+01   2.87222755E-01          70.4012          51.8491   7.17183055E+01   7.17160428E+01   7.17547678E+01   7.17567760E+01   7.19959588E+01
  102.4716011870   7.59967068E+01                -   7.58385611E+01   7.28555635E+01   7.54064180e+01   7.58420218E+01   7.58368944E+01   3.09915889E-01          73.3796          37.1083   7.57141397E+01   7.57105834E+01   7.58378708E+01   7.58408176E+01   7.60893308E+01
  115.1519400673   7.92108827E+01                -   7.90775161E+01   7.56602882E+01   7.88263543e+01   7.90826302E+01   7.91383345E+01   3.18787818E-01           76.133          25.9326   7.88846602E+01   7.88784650E+01   7.90755031E+01   7.90783585E+01   7.93229837E+01
  129.4014063181   8.17949517E+01                -   8.17066851E+01   7.82614617E+01   8.15455247e+01   8.17161077E+01   8.17539818E+01   3.16553403E-01          78.6894          17.7016   8.14733783E+01   8.14632247E+01   8.17020325E+01   8.17061749E+01   8.19253646E+01
  145.4141714618   8.39215384E+01                -   8.38996094E+01   8.06839936E+01   8.37892288e+01   8.39149765E+01   8.39056490E+01   3.10141441E-01          81.0734          11.7939   8.36407564E+01   8.36249169E+01   8.38909079E+01   8.38957421E+01   8.40664582E+01
  163.4084347580   8.57446278E+01                -   8.58115180E+01   8.29482600E+01   8.57277618e+01   8.58351073E+01   8.57671456E+01   3.03246094E-01          83.3039          7.65426   8.55375566E+01   8.55138951E+01   8.57970708E+01   8.58020693E+01   8.58999078E+01
  183.6293965136   8.73272729E+01                -   8.75502678E+01   8.50711918E+01   8.74810231e+01   8.75848130E+01   8.74568511E+01   2.97641536E-01          85.3968          4.85577   8.72687408E+01   8.72346498E+01   8.75280722E+01   8.75325466E+01   8.74887535E+01
  206.3525993250   8.87906531E+01                -   8.91830389E+01   8.70670457E+01   8.91220801e+01   8.92317902E+01   8.90441039E+01   2.94434690E-01          87.3661          3.03556   8.89002387E+01   8.88526074E+01   8.91508278E+01   8.91541121E+01   8.89542540E+01
  231.8876827820   9.02258972E+01                -   9.07486350E+01   8.89479644E+01   9.06931234e+01   9.08153361E+01   9.05689043E+01   2.94328102E-01          89.2231          1.88622   9.04703699E+01   9.04055943E+01   9.07038054E+01   9.07053392E+01   9.03876998E+01
  260.5826027968   9.16432328E+01                -   9.22674974E+01   9.07243933E+01   9.22165876e+01   9.23563272E+01   9.20525074E+01   2.97786906E-01          90.9777          1.22384   9.19995454E+01   9.19135736E+01   9.22074739E+01   9.22068398E+01   9.17996865E+01
  292.8283730542   9.30438760E+01                -   9.37488066E+01   9.24053961E+01   9.37025396e+01   9.38642997E+01   9.35052445E+01   3.05082496E-01          92.6389          1.08456   9.34971028E+01   9.33855059E+01   9.36708175E+01   9.36678556E+01   9.31918526E+01
  329.0643931914   9.44245377E+01                -   9.51952638E+01   9.39988976E+01   9.51539887e+01   9.53422190E+01   9.49295422E+01   3.16149425E-01          94.2145          1.00825   9.49659338E+01   9.48239877E+01   9.50964966E+01   9.50913480E+01   9.45613601E+01
  369.7844363134   9.57802323E+01                -   9.66062019E+01   9.55118747E+01   9.65695704e+01   9.67895893E+01   9.63163128E+01   3.30366876E-01          95.7112         0.909936   9.64055175E+01   9.62283069E+01   9.64838683E+01   9.64770111E+01   9.59036767E+01
  415.5433774328   9.71058950E+01                -   9.79795293E+01   9.69505063E+01   9.79477724e+01   9.82044045E+01   9.76694104E+01   3.48307038E-01          97.1346         0.833088   9.78138327E+01   9.75963268E+01   9.78309232E+01   9.78231875E+01   9.72141717E+01
  466.9647545196   9.83972088E+01                -   9.93128576E+01   9.83202954E+01   9.92860051e+01   9.95842896E+01   9.89874815E+01   3.69849654E-01          98.4904         0.776065   9.91884859E+01   9.89256286E+01   9.91354019E+01   9.91279664E+01   9.84889267E+01
  524.7492651926   9.96509052E+01                -   1.00604149E+02   9.96261665E+01   1.00582046e+02   1.00927162E+02   1.00267542E+02   3.94617416E-01          99.7833         0.733832   1.00527370E+02   1.00214110E+02   1.00395430E+02   1.00389806E+02   9.97250288E+01
  589.6843148334   1.00864827E+02                -   1.01851937E+02   1.00872547E+02   1.01834306e+02   1.02231470E+02   1.01501462E+02   4.21841798E-01          101.018         0.703105   1.01828891E+02   1.01460260E+02   1.01609731E+02   1.01607736E+02   1.00920630E+02
  662.6547462299   1.02037799E+02                -   1.03055424E+02   1.02063431E+02   1.03041917e+02   1.03496295E+02   1.02686574E+02   4.51074657E-01          102.197         0.681348   1.03092092E+02   1.02663226E+02   1.02777711E+02   1.02781435E+02   1.02074820E+02
  744.6548969596   1.03169471E+02                -   1.04214429E+02   1.03202441E+02   1.04204652e+02   1.04721320E+02   1.03839159E+02   4.83027815E-01          103.326         0.666513   1.04316610E+02   1.03822777E+02   1.03899400E+02   1.03911173E+02   1.03187458E+02
  836.8021488125   1.04260096E+02                -   1.05329299E+02   1.04292866E+02   1.05322846e+02   1.05906744E+02   1.04940694E+02   5.16480852E-01          104.407          0.65692   1.05502602E+02   1.04939213E+02   1.04975357E+02   1.04997715E+02   1.04259010E+02
  940.3521538853   1.05310432E+02                -   1.06400799E+02   1.05337708E+02   1.06397272e+02   1.07053178E+02   1.06005126E+02   5.51997904E-01          105.442         0.651392   1.06650639E+02   1.06013257E+02   1.06006554E+02   1.06042205E+02   1.05290370E+02
 1056.7159448282   1.06321536E+02                -   1.07430008E+02   1.06339712E+02   1.07429035e+02   1.08161547E+02   1.07030763E+02   5.89139769E-01          106.435         0.648891   1.07761650E+02   1.07045956E+02   1.06994275E+02   1.07046065E+02   1.06282725E+02
 1187.4791623973   1.07294697E+02                -   1.08418229E+02   1.07301394E+02   1.08419466e+02   1.09233069E+02   1.08019920E+02   6.27840711E-01          107.389         0.648763   1.08836683E+02   1.08038627E+02   1.07940014E+02   1.08010903E+02   1.07237466E+02
 1334.4236623183   1.08231326E+02                -   1.09366911E+02   1.08225069E+02   1.09370049e+02   1.10268902E+02   1.08968797E+02   6.67734839E-01          108.305         0.650309   1.09877044E+02   1.08992604E+02   1.08845403E+02   1.08938598E+02   1.08156087E+02
