# MS = 200, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
    -.1200000000   8.85893622E+01   8.80148080E+01   8.66079980E+01   8.87942417e+01
    -.0600000000   8.85143059E+01   8.79517171E+01   8.65098140E+01   8.87274046e+01
               0   8.84707409E+01   8.79200926E+01   8.64770167E+01   8.86904562e+01
     .0600000000   8.84586906E+01   8.79201175E+01   8.65098141E+01   8.86833026e+01
     .1200000000   8.84781493E+01   8.79519506E+01   8.66079982E+01   8.87060621e+01
     .1800000000   8.85290824E+01   8.80157277E+01   8.67709475E+01   8.87590655e+01
     .2400000000   8.86114272E+01   8.81115618E+01   8.69976338E+01   8.88422741e+01
     .3000000000   8.87250926E+01   8.82395445E+01   8.72866345E+01   8.89557470e+01
     .3600000000   8.88699610E+01   8.83997470E+01   8.76361481E+01   8.90995259e+01
     .4200000000   8.90458881E+01   8.85922223E+01   8.80440138E+01   8.92736360e+01
     .4800000000   8.92527048E+01   8.88170064E+01   8.85077336E+01   8.94780888e+01
     .5400000000   8.94902186E+01   8.90741213E+01   8.90244970E+01   8.97128836e+01
     .6000000000   8.97582145E+01   8.93635772E+01   8.95912073E+01   8.99780104e+01
     .6600000000   9.00564576E+01   8.96853765E+01   9.02045079E+01   9.02734530e+01
     .7200000000   9.03846942E+01   9.00395164E+01   9.08608098E+01   9.05991925e+01
     .7800000000   9.07426548E+01   9.04259945E+01   9.15563174E+01   9.09552117e+01
     .8400000000   9.11300559E+01   9.08448127E+01   9.22870542E+01   9.13415000e+01
     .9000000000   9.15466029E+01   9.12959841E+01   9.30488859E+01   9.17580592e+01
     .9600000000   9.19919926E+01   9.17795392E+01   9.38375425E+01   9.22049105e+01
    1.0200000000   9.24659169E+01   9.22955345E+01   9.46486377E+01   9.26821031e+01
    1.0800000000   9.29680655E+01   9.28440625E+01   9.54776853E+01   9.31897241e+01
    1.1400000000   9.34981298E+01   9.34252631E+01   9.63201142E+01   9.37279113e+01
    1.2000000000   9.40558070E+01   9.40393387E+01   9.71712794E+01   9.42968695e+01
    1.2600000000   9.46408039E+01   9.46865724E+01   9.80264715E+01   9.48968895e+01
    1.3200000000   9.52528411E+01   9.53673504E+01   9.88809226E+01   9.55283753e+01
    1.3800000000   9.58916565E+01   9.60821919E+01   9.97298099E+01   9.61918782e+01
    1.4400000000   9.65570069E+01   9.68317862E+01   1.00568257E+02   9.68882031e+01
    1.5000000000   9.72486652E+01   9.76170421E+01   1.01391333E+02   9.76182448e+01
    1.5600000000   9.79664041E+01   9.84391510E+01   1.02194046E+02   9.83834325e+01
    1.6200000000   9.87099523E+01   9.92996687E+01   1.02971341E+02   9.91856328e+01
    1.6800000000   9.94788361E+01   1.00200566E+02   1.03718087E+02   1.00027371e+02
    1.7400000000   1.00271971E+02   1.01144236E+02   1.04429067E+02   1.00912406e+02
    1.8000000000   1.01086035E+02   1.02132760E+02   1.05098966E+02   1.01845880e+02
    1.8600000000   1.01906515E+02   1.03161487E+02   1.05722351E+02   1.02835734e+02
    1.9200000000   1.02651837E+02   1.04203700E+02   1.06293654E+02   1.03893608e+02
    1.9800000000   1.03808633E+02   1.05530144E+02   1.06807150E+02   1.05028446e+02
    2.0400000000   1.03602416E+02   1.05598514E+02   1.07256925E+02                -
    2.1000000000   1.03970606E+02   1.06324255E+02   1.07636855E+02                -
    2.1600000000   1.04365246E+02   1.07213805E+02   1.07940564E+02                -
    2.2200000000   1.04757537E+02   1.07482150E+02   1.08161383E+02                -
    2.2800000000   1.05175175E+02   1.07579942E+02   1.08292308E+02                -
    2.3400000000   1.05622563E+02   1.07817860E+02   1.08325943E+02                -
    2.4000000000   1.06100654E+02   1.08137434E+02   1.08254432E+02                -
    2.4600000000   1.06609610E+02   1.08518100E+02   1.08069389E+02                -
    2.5200000000   1.07149385E+02   1.08949788E+02   1.07761802E+02                -
    2.5800000000   1.07719874E+02   1.09426678E+02   1.07321925E+02                -
    2.6400000000   1.08320950E+02   1.09945041E+02   1.06739149E+02                -
    2.7000000000   1.08952467E+02   1.10502300E+02   1.06001835E+02                -
    2.7600000000   1.09614257E+02   1.11096558E+02   1.05097116E+02                -
    2.8200000000   1.10306126E+02   1.11726343E+02   1.04010644E+02                -
    2.8800000000   1.11027850E+02   1.12390454E+02   1.02726270E+02                -
    2.9400000000   1.11779170E+02   1.13087869E+02   1.01225628E+02                -
    3.0000000000   1.12559790E+02   1.13817683E+02   9.94875926E+01                -
