# MS = 200, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   1.13748199E+02   1.11571595E+02   9.94875881E+01                -
   -2.9400000000   1.12910097E+02   1.10762565E+02   1.01225624E+02                -
   -2.8800000000   1.12105953E+02   1.09987107E+02   1.02726266E+02                -
   -2.8200000000   1.11336243E+02   1.09245650E+02   1.04010640E+02                -
   -2.7600000000   1.10601414E+02   1.08538593E+02   1.05097112E+02                -
   -2.7000000000   1.09901886E+02   1.07866297E+02   1.06001831E+02                -
   -2.6400000000   1.09238041E+02   1.07229078E+02   1.06739145E+02                -
   -2.5800000000   1.08610213E+02   1.06627182E+02   1.07321922E+02                -
   -2.5200000000   1.08018653E+02   1.06060748E+02   1.07761798E+02                -
   -2.4600000000   1.07463466E+02   1.05529718E+02   1.08069386E+02                -
   -2.4000000000   1.06944463E+02   1.05033657E+02   1.08254429E+02                -
   -2.3400000000   1.06460809E+02   1.04571312E+02   1.08325940E+02                -
   -2.2800000000   1.06010120E+02   1.04139515E+02   1.08292305E+02                -
   -2.2200000000   1.05585763E+02   1.03729874E+02   1.08161380E+02                -
   -2.1600000000   1.05166597E+02   1.03316129E+02   1.07940561E+02                -
   -2.1000000000   1.04650679E+02   1.02780314E+02   1.07636853E+02                -
   -2.0400000000   1.04054243E+02   1.02355376E+02   1.07256923E+02   1.05163859e+02
   -1.9800000000   1.05044208E+02   1.03042252E+02   1.06807147E+02   1.03604770e+02
   -1.9200000000   1.03430021E+02   1.01526155E+02   1.06293652E+02   1.02531739e+02
   -1.8600000000   1.03118196E+02   1.01521091E+02   1.05722349E+02   1.02137483e+02
   -1.8000000000   1.02428919E+02   1.00908051E+02   1.05098964E+02   1.01460314e+02
   -1.7400000000   1.01652445E+02   1.00210374E+02   1.04429065E+02   1.00742907e+02
   -1.6800000000   1.00861289E+02   9.94921599E+01   1.03718085E+02   1.00020827e+02
   -1.6200000000   1.00075995E+02   9.87738558E+01   1.02971339E+02   9.93065107e+01
   -1.5600000000   9.93051037E+01   9.80646080E+01   1.02194044E+02   9.86057623e+01
   -1.5000000000   9.85529327E+01   9.73693298E+01   1.01391331E+02   9.79217901e+01
   -1.4400000000   9.78219836E+01   9.66910226E+01   1.00568255E+02   9.72565977e+01
   -1.3800000000   9.71138680E+01   9.60317084E+01   9.97298079E+01   9.66115644e+01
   -1.3200000000   9.64297218E+01   9.53928632E+01   9.88809206E+01   9.59877192e+01
   -1.2600000000   9.57704093E+01   9.47756372E+01   9.80264696E+01   9.53858828e+01
   -1.2000000000   9.51366313E+01   9.41809760E+01   9.71712776E+01   9.48067458e+01
   -1.1400000000   9.45289848E+01   9.36096908E+01   9.63201124E+01   9.42509133e+01
   -1.0800000000   9.39479982E+01   9.30625004E+01   9.54776836E+01   9.37189326e+01
   -1.0200000000   9.33941519E+01   9.25400579E+01   9.46486361E+01   9.32113093e+01
    -.9600000000   9.28678906E+01   9.20429666E+01   9.38375410E+01   9.27285176e+01
    -.9000000000   9.23696305E+01   9.15717917E+01   9.30488844E+01   9.22710063e+01
    -.8400000000   9.18997640E+01   9.11270664E+01   9.22870528E+01   9.18392038e+01
    -.7800000000   9.14586613E+01   9.07092969E+01   9.15563162E+01   9.14335191e+01
    -.7200000000   9.10466719E+01   9.03189649E+01   9.08608086E+01   9.10543438e+01
    -.6600000000   9.06641248E+01   8.99565294E+01   9.02045068E+01   9.07020523e+01
    -.6000000000   9.03113280E+01   8.96224273E+01   8.95912063E+01   9.03770313e+01
    -.5400000000   8.99885679E+01   8.93170739E+01   8.90244961E+01   9.00795642e+01
    -.4800000000   8.96961082E+01   8.90408628E+01   8.85077327E+01   8.98100007e+01
    -.4200000000   8.94341896E+01   8.87941656E+01   8.80440131E+01   8.95686444e+01
    -.3600000000   8.92030279E+01   8.85773318E+01   8.76361475E+01   8.93557803e+01
    -.3000000000   8.90028137E+01   8.83906878E+01   8.72866340E+01   8.91716734e+01
    -.2400000000   8.88337112E+01   8.82345367E+01   8.69976334E+01   8.90165687e+01
    -.1800000000   8.86958576E+01   8.81091583E+01   8.67709472E+01   8.88906904e+01
