# MS = 300, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -1.2600000000   1.01490400E+02   1.00040652E+02   1.02388683E+02   1.01497229e+02
   -1.2000000000   1.00823427E+02   9.94230107E+01   1.01665125E+02   1.00885487e+02
   -1.1400000000   1.00173930E+02   9.88194910E+01   1.00945974E+02   1.00289259e+02
   -1.0800000000   9.95443922E+01   9.82327573E+01   1.00235231E+02   9.97107719e+01
   -1.0200000000   9.89370388E+01   9.76652222E+01   9.95368133E+01   9.91520407e+01
    -.9600000000   9.83538797E+01   9.71190861E+01   9.88545499E+01   9.86149041e+01
    -.9000000000   9.77967383E+01   9.65963666E+01   9.81921709E+01   9.81010479e+01
    -.8400000000   9.72672751E+01   9.60989217E+01   9.75532966E+01   9.76120250e+01
    -.7800000000   9.67670057E+01   9.56284675E+01   9.69414247E+01   9.71492692e+01
    -.7200000000   9.62973143E+01   9.51865926E+01   9.63599164E+01   9.67141156e+01
    -.6600000000   9.58594640E+01   9.47747676E+01   9.58119805E+01   9.63077763e+01
    -.6000000000   9.54546049E+01   9.43943536E+01   9.53006574E+01   9.59313948e+01
    -.5400000000   9.50837794E+01   9.40466081E+01   9.48288021E+01   9.55860203e+01
    -.4800000000   9.47479267E+01   9.37326887E+01   9.43990663E+01   9.52726189e+01
    -.4200000000   9.44478859E+01   9.34536570E+01   9.40138812E+01   9.49920762e+01
    -.3600000000   9.41843976E+01   9.32104798E+01   9.36754402E+01   9.47451988e+01
    -.3000000000   9.39581061E+01   9.30040312E+01   9.33856826E+01   9.45327162e+01
    -.2400000000   9.37695596E+01   9.28350927E+01   9.31462780E+01   9.43552811e+01
    -.1800000000   9.36192110E+01   9.27043539E+01   9.29586128E+01   9.42134699e+01
    -.1200000000   9.35074182E+01   9.26124127E+01   9.28237782E+01   9.41077830e+01
    -.0600000000   9.34344443E+01   9.25597746E+01   9.27425608E+01   9.40386445e+01
               0   9.34004579E+01   9.25468535E+01   9.27154355E+01   9.40064028e+01
     .0600000000   9.34055327E+01   9.25739706E+01   9.27425609E+01   9.40113300e+01
     .1200000000   9.34496483E+01   9.26413552E+01   9.28237784E+01   9.40536219e+01
     .1800000000   9.35326901E+01   9.27491439E+01   9.29586131E+01   9.41333982e+01
     .2400000000   9.36544495E+01   9.28973812E+01   9.31462784E+01   9.42507025e+01
     .3000000000   9.38146244E+01   9.30860195E+01   9.33856830E+01   9.44055023e+01
     .3600000000   9.40128193E+01   9.33149191E+01   9.36754407E+01   9.45976893e+01
     .4200000000   9.42485457E+01   9.35838488E+01   9.40138817E+01   9.48270795e+01
     .4800000000   9.45212219E+01   9.38924860E+01   9.43990669E+01   9.50934134e+01
     .5400000000   9.48301731E+01   9.42404167E+01   9.48288028E+01   9.53963557e+01
     .6000000000   9.51746305E+01   9.46271350E+01   9.53006582E+01   9.57354959e+01
     .6600000000   9.55537303E+01   9.50520430E+01   9.58119813E+01   9.61103472e+01
     .7200000000   9.59665119E+01   9.55144492E+01   9.63599173E+01   9.65203461e+01
     .7800000000   9.64119147E+01   9.60135666E+01   9.69414258E+01   9.69648508e+01
     .8400000000   9.68887744E+01   9.65485093E+01   9.75532977E+01   9.74431394e+01
     .9000000000   9.73958165E+01   9.71182880E+01   9.81921720E+01   9.79544064e+01
     .9600000000   9.79316486E+01   9.77218032E+01   9.88545511E+01   9.84977584e+01
    1.0200000000   9.84947498E+01   9.83578356E+01   9.95368146E+01   9.90722080e+01
    1.0800000000   9.90834559E+01   9.90250338E+01   1.00235232E+02   9.96766650e+01
    1.1400000000   9.96959401E+01   9.97218960E+01   1.00945975E+02   1.00309925e+02
    1.2000000000   1.00330189E+02   1.00446747E+02   1.01665126E+02   1.00970654e+02
    1.2600000000   1.00983966E+02   1.01197706E+02   1.02388685E+02   1.01657367e+02
    1.3200000000   1.01654773E+02   1.01972643E+02   1.03112576E+02   1.02368402e+02
    1.3800000000   1.02339783E+02   1.02769119E+02   1.03832654E+02   1.03101879e+02
    1.4400000000   1.03035768E+02   1.03584304E+02   1.04544702E+02   1.03855655e+02
    1.5000000000   1.03738983E+02   1.04414863E+02   1.05244435E+02   1.04627246e+02
    1.5600000000   1.04445017E+02   1.05256788E+02   1.05927497E+02   1.05413739e+02
    1.6200000000   1.05148577E+02   1.06105165E+02   1.06589457E+02   1.06211649e+02
    1.6800000000   1.05843171E+02   1.06953813E+02   1.07225806E+02   1.07016728e+02
    1.7400000000   1.06520644E+02   1.07794733E+02   1.07831944E+02   1.07823674e+02
    1.8000000000   1.07170455E+02   1.08617233E+02   1.08403177E+02   1.08625698e+02
    1.8600000000   1.07778513E+02   1.09406448E+02   1.08934698E+02   1.09413841e+02
    1.9200000000   1.08325242E+02   1.10140756E+02   1.09421580E+02   1.10175873e+02
    1.9800000000   1.08782054E+02   1.10786790E+02   1.09858752E+02   1.10894417e+02
    2.0400000000   1.09104568E+02   1.11288995E+02   1.10240984E+02   1.11543499e+02
    2.1000000000   1.09217969E+02   1.11544806E+02   1.10562861E+02   1.12082149e+02
    2.1600000000   1.08980453E+02   1.11332003E+02   1.10818759E+02   1.12440528e+02
    2.2200000000   1.08068462E+02   1.10010654E+02   1.11002810E+02   1.12486695e+02
    2.2800000000   1.05426651E+02   1.03460073E+02   1.11108869E+02   1.11935709e+02
    2.3400000000   9.31048633E+01   1.07253286E+02   1.11130471E+02   1.10032417e+02
    2.4000000000   9.57406616E+01   1.03634321E+02   1.11060783E+02                -
    2.4600000000   1.01630664E+02   1.10149339E+02   1.10892542E+02                -
    2.5200000000   1.05889338E+02   1.12893529E+02   1.10617993E+02                -
    2.5800000000   1.07882847E+02   1.14779754E+02   1.10228805E+02                -
    2.6400000000   1.09219043E+02   1.15193719E+02   1.09715973E+02                -
    2.7000000000   1.10287107E+02   1.15720945E+02   1.09069702E+02                -
    2.7600000000   1.11235124E+02   1.16297301E+02   1.08279267E+02                -
    2.8200000000   1.12133082E+02   1.16919676E+02   1.07332830E+02                -
    2.8800000000   1.13018617E+02   1.17590670E+02   1.06217229E+02                -
    2.9400000000   1.13913743E+02   1.18313130E+02   1.04917694E+02                -
    3.0000000000   1.14832178E+02   1.19089105E+02   1.03417495E+02                -
