# MS = 300, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   1.14789968E+02   1.11030790E+02   1.03417491E+02                -
   -2.9400000000   1.13809367E+02   1.10014787E+02   1.04917690E+02                -
   -2.8800000000   1.12848913E+02   1.09000985E+02   1.06217226E+02                -
   -2.8200000000   1.11892707E+02   1.07964567E+02   1.07332827E+02                -
   -2.7600000000   1.10915287E+02   1.06864449E+02   1.08279264E+02                -
   -2.7000000000   1.09873428E+02   1.05627333E+02   1.09069699E+02                -
   -2.6400000000   1.08687397E+02   1.04106846E+02   1.09715970E+02                -
   -2.5800000000   1.07190085E+02   1.01954908E+02   1.10228802E+02                -
   -2.5200000000   1.04950873E+02   9.80184649E+01   1.10617990E+02                -
   -2.4600000000   1.00266243E+02   8.55599183E+01   1.10892539E+02                -
   -2.4000000000   9.23188536E+01   8.64434489E+01   1.11060780E+02                -
   -2.3400000000   8.90747694E+01   9.85189020E+01   1.11130469E+02                -
   -2.2800000000   1.04490883E+02   1.03542955E+02   1.11108866E+02   1.06831100e+02
   -2.2200000000   1.07629961E+02   1.05553066E+02   1.11002807E+02   1.08240245e+02
   -2.1600000000   1.08834665E+02   1.06481738E+02   1.10818756E+02   1.08813755e+02
   -2.1000000000   1.09266228E+02   1.06861661E+02   1.10562859E+02   1.08956425e+02
   -2.0400000000   1.09289782E+02   1.06915376E+02   1.10240981E+02   1.08841045e+02
   -1.9800000000   1.09067286E+02   1.06757017E+02   1.09858750E+02   1.08557569e+02
   -1.9200000000   1.08684790E+02   1.06453011E+02   1.09421578E+02   1.08159057e+02
   -1.8600000000   1.08193561E+02   1.06045533E+02   1.08934696E+02   1.07679490e+02
   -1.8000000000   1.07626707E+02   1.05563143E+02   1.08403175E+02   1.07142046e+02
   -1.7400000000   1.07006938E+02   1.05026175E+02   1.07831942E+02   1.06563318e+02
   -1.6800000000   1.06350572E+02   1.04449680E+02   1.07225804E+02   1.05955662e+02
   -1.6200000000   1.05669820E+02   1.03845213E+02   1.06589455E+02   1.05328581e+02
   -1.5600000000   1.04974100E+02   1.03221874E+02   1.05927495E+02   1.04689591e+02
   -1.5000000000   1.04270886E+02   1.02587016E+02   1.05244433E+02   1.04044780e+02
   -1.4400000000   1.03566248E+02   1.01946711E+02   1.04544700E+02   1.03399185e+02
   -1.3800000000   1.02865220E+02   1.01306066E+02   1.03832652E+02   1.02757050e+02
   -1.3200000000   1.02172055E+02   1.00669449E+02   1.03112574E+02   1.02122011e+02
