# MS = 400, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   5.31631955E+01   4.07329401E+02   1.05734440E+02                -
   -2.9400000000  -8.14592274E+01  -6.08141465E+01   1.07097035E+02                -
   -2.8800000000   2.67435097E+01   6.32142239E+01   1.08279617E+02                -
   -2.8200000000   7.37182144E+01   8.32700019E+01   1.09296639E+02   8.21389150e+01
   -2.7600000000   8.87522752E+01   9.33654745E+01   1.10160973E+02   9.32944597e+01
   -2.7000000000   9.69054013E+01   9.95018474E+01   1.10884177E+02   9.96841497e+01
   -2.6400000000   1.02024508E+02   1.00392109E+02   1.11476717E+02   1.03800113e+02
   -2.5800000000   1.05460899E+02   1.03101873E+02   1.11948135E+02   1.06600718e+02
   -2.5200000000   1.07840957E+02   1.05088300E+02   1.12307189E+02   1.08553223e+02
   -2.4600000000   1.09503801E+02   1.09726640E+02   1.12561971E+02   1.09918566e+02
   -2.4000000000   1.10652869E+02   1.10691009E+02   1.12719999E+02   1.10857420e+02
   -2.3400000000   1.11419258E+02   1.11332009E+02   1.12788298E+02   1.11475194e+02
   -2.2800000000   1.11892344E+02   1.11721774E+02   1.12773468E+02   1.11844758e+02
   -2.2200000000   1.12135722E+02   1.11912571E+02   1.12681737E+02   1.12018576e+02
   -2.1600000000   1.12196260E+02   1.11943468E+02   1.12519011E+02   1.12035688e+02
   -2.1000000000   1.12109515E+02   1.11844458E+02   1.12290918E+02   1.11925958e+02
   -2.0400000000   1.11903143E+02   1.11639095E+02   1.12002836E+02   1.11712774e+02
   -1.9800000000   1.11599113E+02   1.11346248E+02   1.11659933E+02   1.11414829e+02
   -1.9200000000   1.11215207E+02   1.10981307E+02   1.11267183E+02   1.11047335e+02
   -1.8600000000   1.10766058E+02   1.10557022E+02   1.10829397E+02   1.10622868e+02
   -1.8000000000   1.10263891E+02   1.10084112E+02   1.10351238E+02   1.10151977e+02
   -1.7400000000   1.09719050E+02   1.09571705E+02   1.09837238E+02   1.09643625e+02
   -1.6800000000   1.09140404E+02   1.09027669E+02   1.09291813E+02   1.09105525e+02
   -1.6200000000   1.08535632E+02   1.08458860E+02   1.08719275E+02   1.08544370e+02
