# MS = 1000, TanBeta = 5, Xt = 0
#             MS        MSSMtower        MSSMMuBMu           HSSUSY
   91.0000000000   7.18374305E+01   7.16685075E+01   6.97602617E+01
  100.0900000000   7.52365845E+01   7.50021579E+01   7.22629400E+01
  109.1800000000   7.78304916E+01   7.75319508E+01   7.44069656E+01
  118.2700000000   7.98525140E+01   7.94991753E+01   7.62729531E+01
  127.3600000000   8.14736469E+01   8.09848074E+01   7.79179344E+01
  136.4500000000   8.28080836E+01   8.23182608E+01   7.93836159E+01
  145.5400000000   8.39360162E+01   8.34571271E+01   8.07013347E+01
  154.6300000000   8.49118257E+01   8.44538014E+01   8.18951761E+01
  163.7200000000   8.57725307E+01   8.53437018E+01   8.29840120E+01
  172.8100000000   8.65438171E+01   8.61511128E+01   8.39828761E+01
  181.9000000000   8.72067079E+01   8.68929825E+01   8.49039187E+01
  190.9900000000   8.78245803E+01   8.75814217E+01   8.57570850E+01
  200.0800000000   8.84069167E+01   8.82252780E+01   8.65506075E+01
  209.1700000000   8.89586237E+01   8.88311619E+01   8.72913694E+01
  218.2600000000   8.94834160E+01   8.94041229E+01   8.79851780E+01
  227.3500000000   8.99841798E+01   8.99481025E+01   8.86369730E+01
  236.4400000000   9.04632150E+01   9.04662406E+01   8.92509873E+01
  245.5300000000   9.09224018E+01   9.09610878E+01   8.98308726E+01
  254.6200000000   9.13633065E+01   9.14347534E+01   9.03797987E+01
  263.7100000000   9.17872638E+01   9.18890108E+01   9.09005329E+01
  272.8000000000   9.21954292E+01   9.23253735E+01   9.13955040E+01
  281.8900000000   9.25888182E+01   9.27451500E+01   9.18668534E+01
  290.9800000000   9.29683350E+01   9.31494857E+01   9.23164786E+01
  300.0700000000   9.33347921E+01   9.35393930E+01   9.27460670E+01
  309.1600000000   9.36889267E+01   9.39157750E+01   9.31571260E+01
  318.2500000000   9.40314123E+01   9.42794437E+01   9.35510066E+01
  327.3400000000   9.43628661E+01   9.46311340E+01   9.39289238E+01
  336.4300000000   9.46838587E+01   9.49715147E+01   9.42919740E+01
  345.5200000000   9.49949190E+01   9.53011980E+01   9.46411495E+01
  354.6100000000   9.52965375E+01   9.56207458E+01   9.49773510E+01
  363.7000000000   9.55891719E+01   9.59306775E+01   9.53013982E+01
  372.7900000000   9.58732493E+01   9.62314732E+01   9.56140390E+01
  381.8800000000   9.61491694E+01   9.65235780E+01   9.59159576E+01
  390.9700000000   9.64173070E+01   9.68074065E+01   9.62077810E+01
  400.0600000000   9.66780134E+01   9.70833453E+01   9.64900855E+01
  409.1500000000   9.69316194E+01   9.73517552E+01   9.67634016E+01
  418.2400000000   9.71784442E+01   9.76129745E+01   9.70282187E+01
  427.3300000000   9.74187652E+01   9.78673114E+01   9.72849889E+01
  436.4200000000   9.76528655E+01   9.81150794E+01   9.75341311E+01
  445.5100000000   9.78810058E+01   9.83565509E+01   9.77760337E+01
  454.6000000000   9.81034224E+01   9.85919896E+01   9.80110574E+01
  463.6900000000   9.83203658E+01   9.88216437E+01   9.82395381E+01
  472.7800000000   9.85320476E+01   9.90457476E+01   9.84617886E+01
  481.8700000000   9.87386760E+01   9.92645227E+01   9.86781008E+01
  490.9600000000   9.89404485E+01   9.94781783E+01   9.88887477E+01
  500.0500000000   9.91375519E+01   9.96869125E+01   9.90939845E+01
  509.1400000000   9.93301638E+01   9.98909129E+01   9.92940505E+01
  518.2300000000   9.95184525E+01   1.00090357E+02   9.94891702E+01
  527.3200000000   9.97025780E+01   1.00285415E+02   9.96795543E+01
  536.4100000000   9.98826922E+01   1.00476246E+02   9.98654010E+01
  545.5000000000   1.00058940E+02   1.00663002E+02   1.00046897E+02
  554.5900000000   1.00231458E+02   1.00845828E+02   1.00224218E+02
  563.6800000000   1.00400379E+02   1.01024862E+02   1.00397530E+02
  572.7700000000   1.00565826E+02   1.01200235E+02   1.00566990E+02
  581.8600000000   1.00727918E+02   1.01372073E+02   1.00732745E+02
  590.9500000000   1.00886770E+02   1.01540494E+02   1.00894936E+02
  600.0400000000   1.01042489E+02   1.01705612E+02   1.01053696E+02
  609.1300000000   1.01195178E+02   1.01867535E+02   1.01209150E+02
  618.2200000000   1.01344937E+02   1.02026367E+02   1.01361416E+02
  627.3100000000   1.01491859E+02   1.02182208E+02   1.01510610E+02
  636.4000000000   1.01636036E+02   1.02335151E+02   1.01656837E+02
  645.4900000000   1.01777552E+02   1.02485288E+02   1.01800201E+02
  654.5800000000   1.01916491E+02   1.02632704E+02   1.01940799E+02
  663.6700000000   1.02052933E+02   1.02777484E+02   1.02078722E+02
  672.7600000000   1.02186951E+02   1.02919706E+02   1.02214060E+02
  681.8500000000   1.02318621E+02   1.03059447E+02   1.02346897E+02
  690.9400000000   1.02448010E+02   1.03196780E+02   1.02477313E+02
  700.0300000000   1.02575185E+02   1.03331775E+02   1.02605384E+02
  709.1200000000   1.02700212E+02   1.03464500E+02   1.02731185E+02
  718.2100000000   1.02823152E+02   1.03595019E+02   1.02854784E+02
  727.3000000000   1.02944069E+02   1.03723393E+02   1.02976250E+02
  736.3900000000   1.03063009E+02   1.03849684E+02   1.03095645E+02
  745.4800000000   1.03180032E+02   1.03973948E+02   1.03213032E+02
  754.5700000000   1.03295188E+02   1.04096241E+02   1.03328469E+02
  763.6600000000   1.03408533E+02   1.04216615E+02   1.03442013E+02
  772.7500000000   1.03520113E+02   1.04335123E+02   1.03553718E+02
  781.8400000000   1.03629974E+02   1.04451812E+02   1.03663636E+02
  790.9300000000   1.03738163E+02   1.04566731E+02   1.03771816E+02
  800.0200000000   1.03844723E+02   1.04679926E+02   1.03878306E+02
  809.1100000000   1.03949695E+02   1.04791440E+02   1.03983154E+02
  818.2000000000   1.04053120E+02   1.04901317E+02   1.04086401E+02
  827.2900000000   1.04155037E+02   1.05009596E+02   1.04188093E+02
  836.3800000000   1.04255484E+02   1.05116319E+02   1.04288268E+02
  845.4700000000   1.04354498E+02   1.05221522E+02   1.04386967E+02
  854.5600000000   1.04452112E+02   1.05325244E+02   1.04484228E+02
  863.6500000000   1.04548362E+02   1.05427520E+02   1.04580088E+02
  872.7400000000   1.04643280E+02   1.05528384E+02   1.04674581E+02
  881.8300000000   1.04736897E+02   1.05627870E+02   1.04767741E+02
  890.9200000000   1.04829244E+02   1.05726009E+02   1.04859602E+02
  900.0100000000   1.04920352E+02   1.05822834E+02   1.04950196E+02
  909.1000000000   1.05010248E+02   1.05918375E+02   1.05039552E+02
  918.1900000000   1.05098960E+02   1.06012660E+02   1.05127700E+02
