# MS = 300, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -3.0000000000   1.14789968E+02   1.12802150E+02   1.03261475E+02                -
   -2.9400000000   1.13809367E+02   1.11851979E+02   1.04763935E+02                -
   -2.8800000000   1.12848913E+02   1.10916013E+02   1.06065379E+02                -
   -2.8200000000   1.11892707E+02   1.09974382E+02   1.07182581E+02                -
   -2.7600000000   1.10915287E+02   1.08994112E+02   1.08130349E+02                -
   -2.7000000000   1.09873428E+02   1.07916235E+02   1.08921880E+02                -
   -2.6400000000   1.08687397E+02   1.06622281E+02   1.09569034E+02                -
   -2.5800000000   1.07190085E+02   1.04826155E+02   1.10082560E+02                -
   -2.5200000000   1.04950873E+02   1.01528174E+02   1.10472270E+02                -
   -2.4600000000   1.00266243E+02   8.74408376E+01   1.10747185E+02                -
   -2.4000000000   9.23188536E+01   9.97210809E+01   1.10915649E+02                -
   -2.3400000000   8.90747694E+01   9.85187246E+01   1.10985430E+02                -
   -2.2800000000   1.04490883E+02   1.03542995E+02   1.10963799E+02   1.06831100e+02
   -2.2200000000   1.07629961E+02   1.07921159E+02   1.10857600E+02   1.08240245e+02
   -2.1600000000   1.08834665E+02   1.08553171E+02   1.10673304E+02   1.08813755e+02
   -2.1000000000   1.09266228E+02   1.08733223E+02   1.10417065E+02   1.08956425e+02
   -2.0400000000   1.09289782E+02   1.08643962E+02   1.10094755E+02   1.08841045e+02
   -1.9800000000   1.09067286E+02   1.08379133E+02   1.09712007E+02   1.08557569e+02
   -1.9200000000   1.08684790E+02   1.07993589E+02   1.09274240E+02   1.08159057e+02
   -1.8600000000   1.08193561E+02   1.07522392E+02   1.08786691E+02   1.07679490e+02
   -1.8000000000   1.07626707E+02   1.06989450E+02   1.08254433E+02   1.07142046e+02
   -1.7400000000   1.07006938E+02   1.06411907E+02   1.07682401E+02   1.06563318e+02
   -1.6800000000   1.06350572E+02   1.05802537E+02   1.07075405E+02   1.05955662e+02
   -1.6200000000   1.05669820E+02   1.05171214E+02   1.06438146E+02   1.05328581e+02
   -1.5600000000   1.04974100E+02   1.04525766E+02   1.05775226E+02   1.04689591e+02
   -1.5000000000   1.04270886E+02   1.03872559E+02   1.05091162E+02   1.04044780e+02
   -1.4400000000   1.03566248E+02   1.03216884E+02   1.04390389E+02   1.03399185e+02
   -1.3800000000   1.02865220E+02   1.02563216E+02   1.03677268E+02   1.02757050e+02
   -1.3200000000   1.02172055E+02   1.01915409E+02   1.02956090E+02   1.02122011e+02
   -1.2600000000   1.01490400E+02   1.01276827E+02   1.02231077E+02   1.01497229e+02
   -1.2000000000   1.00823427E+02   1.00650444E+02   1.01506382E+02   1.00885487e+02
   -1.1400000000   1.00173930E+02   1.00038921E+02   1.00786085E+02   1.00289259e+02
   -1.0800000000   9.95443922E+01   9.94446592E+01   1.00074193E+02   9.97107719e+01
   -1.0200000000   9.89370388E+01   9.88698438E+01   9.93746301E+01   9.91520407e+01
    -.9600000000   9.83538797E+01   9.83164756E+01   9.86912325E+01   9.86149041e+01
    -.9000000000   9.77967383E+01   9.77863975E+01   9.80277371E+01   9.81010479e+01
    -.8400000000   9.72672751E+01   9.72813122E+01   9.73877717E+01   9.76120250e+01
    -.7800000000   9.67670057E+01   9.68027980E+01   9.67748414E+01   9.71492692e+01
    -.7200000000   9.62973143E+01   9.63523202E+01   9.61923146E+01   9.67141156e+01
    -.6600000000   9.58594640E+01   9.59312394E+01   9.56434077E+01   9.63077763e+01
    -.6000000000   9.54546049E+01   9.55408177E+01   9.51311685E+01   9.59313948e+01
    -.5400000000   9.50837794E+01   9.51822239E+01   9.46584589E+01   9.55860203e+01
    -.4800000000   9.47479267E+01   9.48565362E+01   9.42279376E+01   9.52726189e+01
    -.4200000000   9.44478859E+01   9.45647451E+01   9.38420424E+01   9.49920762e+01
    -.3600000000   9.41843976E+01   9.43077544E+01   9.35029727E+01   9.47451988e+01
    -.3000000000   9.39581061E+01   9.40863820E+01   9.32126731E+01   9.45327162e+01
    -.2400000000   9.37695596E+01   9.39013606E+01   9.29728182E+01   9.43552811e+01
    -.1800000000   9.36192110E+01   9.37533374E+01   9.27847984E+01   9.42134699e+01
    -.1200000000   9.35074182E+01   9.36428738E+01   9.26497081E+01   9.41077830e+01
    -.0600000000   9.34344443E+01   9.35704456E+01   9.25683363E+01   9.40386445e+01
               0   9.34004579E+01   9.35364432E+01   9.25411594E+01   9.40064028e+01
     .0600000000   9.34055327E+01   9.35411656E+01   9.25683364E+01   9.40113300e+01
     .1200000000   9.34496483E+01   9.35848321E+01   9.26497082E+01   9.40536219e+01
     .1800000000   9.35326901E+01   9.36675700E+01   9.27847986E+01   9.41333982e+01
     .2400000000   9.36544495E+01   9.37894208E+01   9.29728185E+01   9.42507025e+01
     .3000000000   9.38146244E+01   9.39503387E+01   9.32126735E+01   9.44055023e+01
     .3600000000   9.40128193E+01   9.41501911E+01   9.35029732E+01   9.45976893e+01
     .4200000000   9.42485457E+01   9.43887583E+01   9.38420430E+01   9.48270795e+01
     .4800000000   9.45212219E+01   9.46657344E+01   9.42279383E+01   9.50934134e+01
     .5400000000   9.48301731E+01   9.49807266E+01   9.46584596E+01   9.53963557e+01
     .6000000000   9.51746305E+01   9.53332560E+01   9.51311693E+01   9.57354959e+01
     .6600000000   9.55537303E+01   9.57227565E+01   9.56434086E+01   9.61103472e+01
     .7200000000   9.59665119E+01   9.61485746E+01   9.61923156E+01   9.65203461e+01
     .7800000000   9.64119147E+01   9.66099677E+01   9.67748424E+01   9.69648508e+01
     .8400000000   9.68887744E+01   9.71061021E+01   9.73877728E+01   9.74431394e+01
     .9000000000   9.73958165E+01   9.76360493E+01   9.80277383E+01   9.79544064e+01
     .9600000000   9.79316486E+01   9.81987812E+01   9.86912337E+01   9.84977584e+01
    1.0200000000   9.84947498E+01   9.87931630E+01   9.93746314E+01   9.90722080e+01
    1.0800000000   9.90834559E+01   9.94179438E+01   1.00074194E+02   9.96766650e+01
    1.1400000000   9.96959401E+01   1.00071743E+02   1.00786086E+02   1.00309925e+02
    1.2000000000   1.00330189E+02   1.00753034E+02   1.01506383E+02   1.00970654e+02
    1.2600000000   1.00983966E+02   1.01460117E+02   1.02231079E+02   1.01657367e+02
    1.3200000000   1.01654773E+02   1.02191090E+02   1.02956092E+02   1.02368402e+02
    1.3800000000   1.02339783E+02   1.02943803E+02   1.03677270E+02   1.03101879e+02
    1.4400000000   1.03035768E+02   1.03715799E+02   1.04390391E+02   1.03855655e+02
    1.5000000000   1.03738983E+02   1.04504230E+02   1.05091164E+02   1.04627246e+02
    1.5600000000   1.04445017E+02   1.05305738E+02   1.05775228E+02   1.05413739e+02
    1.6200000000   1.05148577E+02   1.06116293E+02   1.06438148E+02   1.06211649e+02
    1.6800000000   1.05843171E+02   1.06930946E+02   1.07075407E+02   1.07016728e+02
    1.7400000000   1.06520644E+02   1.07743458E+02   1.07682403E+02   1.07823674e+02
    1.8000000000   1.07170455E+02   1.08545736E+02   1.08254435E+02   1.08625698e+02
    1.8600000000   1.07778513E+02   1.09326889E+02   1.08786693E+02   1.09413841e+02
    1.9200000000   1.08325242E+02   1.10071675E+02   1.09274243E+02   1.10175873e+02
    1.9800000000   1.08782054E+02   1.10757574E+02   1.09712010E+02   1.10894417e+02
    2.0400000000   1.09104568E+02   1.11348935E+02   1.10094758E+02   1.11543499e+02
    2.1000000000   1.09217969E+02   1.11783713E+02   1.10417067E+02   1.12082149e+02
    2.1600000000   1.08980453E+02   1.11935450E+02   1.10673306E+02   1.12440528e+02
    2.2200000000   1.08068462E+02   1.11448386E+02   1.10857602E+02   1.12486695e+02
    2.2800000000   1.05426651E+02   1.06736672E+02   1.10963802E+02   1.11935709e+02
    2.3400000000   9.31048633E+01   0.00000000E+00   1.10985433E+02   1.10032417e+02
    2.4000000000   9.57406616E+01   1.07224231E+02   1.10915652E+02                -
    2.4600000000   1.01630664E+02   1.11807040E+02   1.10747188E+02                -
    2.5200000000   1.05889338E+02   1.13754843E+02   1.10472273E+02                -
    2.5800000000   1.07882847E+02   1.15279164E+02   1.10082562E+02                -
    2.6400000000   1.09219043E+02   1.15547693E+02   1.09569037E+02                -
    2.7000000000   1.10287107E+02   1.15982417E+02   1.08921883E+02                -
    2.7600000000   1.11235124E+02   1.16498886E+02   1.08130352E+02                -
    2.8200000000   1.12133082E+02   1.17083578E+02   1.07182584E+02                -
    2.8800000000   1.13018617E+02   1.17731689E+02   1.06065382E+02                -
    2.9400000000   1.13913743E+02   1.18441358E+02   1.04763939E+02                -
    3.0000000000   1.14832178E+02   1.19211592E+02   1.03261479E+02                -
