# MS = 1000, TanBeta = 5, Xt = 0
#             Xt        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
   -1.4400000000   1.13669506E+02   1.09673357E+02   1.13528388E+02   1.14605904e+02
   -1.3800000000   1.13180169E+02   1.09221124E+02   1.13061872E+02   1.14140284e+02
   -1.3200000000   1.12686891E+02   1.08762288E+02   1.12590864E+02   1.13670290e+02
   -1.2600000000   1.12192708E+02   1.08300051E+02   1.12118217E+02   1.13198813e+02
   -1.2000000000   1.11700549E+02   1.07837528E+02   1.11646714E+02   1.12728633e+02
   -1.1400000000   1.11213233E+02   1.07377742E+02   1.11179058E+02   1.12262420e+02
   -1.0800000000   1.10733470E+02   1.06923629E+02   1.10717873E+02   1.11802742e+02
   -1.0200000000   1.10263861E+02   1.06478031E+02   1.10265702E+02   1.11352059e+02
    -.9600000000   1.09806895E+02   1.06043697E+02   1.09824999E+02   1.10912734e+02
    -.9000000000   1.09364952E+02   1.05623278E+02   1.09398126E+02   1.10487023e+02
    -.8400000000   1.08940293E+02   1.05219325E+02   1.08987349E+02   1.10077079e+02
    -.7800000000   1.08535064E+02   1.04834284E+02   1.08594829E+02   1.09684981e+02
    -.7200000000   1.08151287E+02   1.04470487E+02   1.08222619E+02   1.09312653e+02
    -.6600000000   1.07790858E+02   1.04130153E+02   1.07872654E+02   1.08961951e+02
    -.6000000000   1.07455546E+02   1.03815376E+02   1.07546749E+02   1.08634615e+02
    -.5400000000   1.07146984E+02   1.03528121E+02   1.07246588E+02   1.08332272e+02
    -.4800000000   1.06866665E+02   1.03270219E+02   1.06973719E+02   1.08056439e+02
    -.4200000000   1.06615941E+02   1.03043359E+02   1.06729547E+02   1.07808517e+02
    -.3600000000   1.06396018E+02   1.02849079E+02   1.06515330E+02   1.07589785e+02
    -.3000000000   1.06207947E+02   1.02688765E+02   1.06332170E+02   1.07401405e+02
    -.2400000000   1.06052629E+02   1.02563640E+02   1.06181009E+02   1.07244409e+02
    -.1800000000   1.05930804E+02   1.02474763E+02   1.06062625E+02   1.07119704e+02
    -.1200000000   1.05843051E+02   1.02423018E+02   1.05977627E+02   1.07028067e+02
    -.0600000000   1.05789789E+02   1.02409116E+02   1.05926453E+02   1.06970137e+02
               0   1.05771270E+02   1.02433587E+02   1.05909365E+02   1.06946422e+02
     .0600000000   1.05787582E+02   1.02496778E+02   1.05926453E+02   1.06957288e+02
     .1200000000   1.05838645E+02   1.02598852E+02   1.05977627E+02   1.07002964e+02
     .1800000000   1.05924215E+02   1.02739786E+02   1.06062625E+02   1.07083537e+02
     .2400000000   1.06043884E+02   1.02919370E+02   1.06181009E+02   1.07198950e+02
     .3000000000   1.06197081E+02   1.03137209E+02   1.06332170E+02   1.07349006e+02
     .3600000000   1.06383073E+02   1.03392720E+02   1.06515331E+02   1.07533363e+02
     .4200000000   1.06600970E+02   1.03685142E+02   1.06729548E+02   1.07751536e+02
     .4800000000   1.06849727E+02   1.04013530E+02   1.06973719E+02   1.08002897e+02
     .5400000000   1.07128150E+02   1.04376766E+02   1.07246588E+02   1.08286678e+02
     .6000000000   1.07434895E+02   1.04773557E+02   1.07546750E+02   1.08601967e+02
     .6600000000   1.07768477E+02   1.05202441E+02   1.07872655E+02   1.08947712e+02
     .7200000000   1.08127271E+02   1.05661793E+02   1.08222619E+02   1.09322723e+02
     .7800000000   1.08509521E+02   1.06149830E+02   1.08594830E+02   1.09725669e+02
     .8400000000   1.08913339E+02   1.06664613E+02   1.08987350E+02   1.10155085e+02
     .9000000000   1.09336711E+02   1.07204053E+02   1.09398127E+02   1.10609367e+02
     .9600000000   1.09777502E+02   1.07765915E+02   1.09825000E+02   1.11086774e+02
    1.0200000000   1.10233460E+02   1.08347823E+02   1.10265703E+02   1.11585429e+02
    1.0800000000   1.10702218E+02   1.08947263E+02   1.10717874E+02   1.12103321e+02
    1.1400000000   1.11181294E+02   1.09561584E+02   1.11179058E+02   1.12638299e+02
    1.2000000000   1.11668098E+02   1.10188005E+02   1.11646715E+02   1.13188072e+02
    1.2600000000   1.12159932E+02   1.10823610E+02   1.12118218E+02   1.13750211e+02
    1.3200000000   1.12653986E+02   1.11465355E+02   1.12590865E+02   1.14322140e+02
    1.3800000000   1.13147345E+02   1.12110065E+02   1.13061873E+02   1.14901136e+02
    1.4400000000   1.13636980E+02   1.12754435E+02   1.13528389E+02   1.15484326e+02
    1.5000000000   1.14119754E+02   1.13395029E+02   1.13987482E+02   1.16068676e+02
    1.5600000000   1.14592410E+02   1.14028283E+02   1.14436150E+02   1.16650996e+02
    1.6200000000   1.15051575E+02   1.14650508E+02   1.14871315E+02   1.17227936e+02
    1.6800000000   1.15493746E+02   1.15257903E+02   1.15289826E+02   1.17795990e+02
    1.7400000000   1.15915290E+02   1.15846593E+02   1.15688449E+02   1.18351525e+02
    1.8000000000   1.16312429E+02   1.16412762E+02   1.16063869E+02   1.18890862e+02
    1.8600000000   1.16681235E+02   1.16952812E+02   1.16412682E+02   1.19410547e+02
    1.9200000000   1.17017616E+02   1.17465113E+02   1.16731388E+02   1.19908656e+02
    1.9800000000   1.17317297E+02   1.17963176E+02   1.17016386E+02   1.20397455e+02
    2.0400000000   1.17575810E+02   1.18382697E+02   1.17263958E+02   1.20682652e+02
    2.1000000000   1.17788473E+02   1.18723965E+02   1.17470265E+02   1.21054862e+02
    2.1600000000   1.17950363E+02   1.19019321E+02   1.17631327E+02   1.21378059e+02
    2.2200000000   1.18056335E+02   1.19257416E+02   1.17743011E+02   1.21645497e+02
    2.2800000000   1.18100834E+02   1.19429451E+02   1.17801013E+02   1.21849841e+02
    2.3400000000   1.18078088E+02   1.19527321E+02   1.17800833E+02   1.21983086e+02
    2.4000000000   1.17981919E+02   1.19542739E+02   1.17737757E+02   1.22036457e+02
    2.4600000000   1.17805734E+02   1.19466954E+02   1.17606822E+02   1.22000285e+02
    2.5200000000   1.17542465E+02   1.19290569E+02   1.17402788E+02   1.21863869e+02
    2.5800000000   1.17184507E+02   1.19003393E+02   1.17120100E+02   1.21615293e+02
    2.6400000000   1.16723637E+02   1.18594271E+02   1.16752838E+02   1.21241215e+02
    2.7000000000   1.16150923E+02   1.18050910E+02   1.16294672E+02   1.20726599e+02
    2.7600000000   1.15456612E+02   1.17359658E+02   1.15738793E+02   1.20054385e+02
    2.8200000000   1.14629992E+02   1.16505244E+02   1.15077847E+02   1.19205060e+02
    2.8800000000   1.13659227E+02   1.15470451E+02   1.14303842E+02   1.18156127e+02
    2.9400000000   1.12531150E+02   1.14235697E+02   1.13408043E+02   1.16881397e+02
    3.0000000000   1.11231004E+02   1.12778502E+02   1.12380845E+02   1.15350067e+02
