   91.1875999978   7.78335844E+01   6.30361251E-01
  102.4716011870   8.41083377E+01   8.41173339E-01
  115.1519400673   8.96960441E+01   9.08369695E-01
  129.4014063181                -                -
  145.4141714618                -                -
  163.4084347580                -                -
  183.6293965136                -                -
  206.3525993250   1.04232703E+02   1.38730501E+00
  231.8876827820   1.05997335E+02   1.89619396E+00
  260.5826027968   1.07324266E+02   1.91663161E+00
  292.8283730542   1.08526609E+02   1.89742537E+00
  329.0643931914   1.09624408E+02   1.88463364E+00
  369.7844363134   1.10655707E+02   1.87654416E+00
  415.5433774328   1.11623224E+02   1.87767087E+00
  466.9647545196   1.12535934E+02   1.88604302E+00
  524.7492651926   1.13400654E+02   1.90010276E+00
  589.6843148334   1.14222851E+02   1.91869097E+00
  662.6547462299   1.15006958E+02   1.94092151E+00
  744.6548969596   1.15756599E+02   1.96610320E+00
  836.8021488125   1.16474753E+02   1.99368627E+00
  940.3521538853   1.17163633E+02   2.02323400E+00
 1056.7159448282   1.17825297E+02   2.05437460E+00
 1187.4791623973   1.18461611E+02   2.08678369E+00
 1334.4236623183   1.19073810E+02   2.12018490E+00
 1499.5517958901   1.19662772E+02   2.15432287E+00
 1685.1136951894   1.20228993E+02   2.18894589E+00
 1893.6379346798   1.20772545E+02   2.22378581E+00
 2127.9659870400   1.21293009E+02   2.25853302E+00
 2391.2909427245   1.21789404E+02   2.29280387E+00
 2687.2010208726   1.22260154E+02   2.32607956E+00
 3019.7284644718   1.22702853E+02   2.35785938E+00
 3393.4044860477   1.23114717E+02   2.38708796E+00
 3813.3210126041   1.23492492E+02   2.41281293E+00
 4285.2000711840   1.23832826E+02   2.43385858E+00
 4815.4717605417   1.24132241E+02   2.44931383E+00
 5411.3618714114   1.24383384E+02   2.46000024E+00
 6080.9903493383   1.24610592E+02   2.44811472E+00
 6833.4819417835   1.24814781E+02   2.43855493E+00
 7679.0905372449   1.24996573E+02   2.42896851E+00
 8629.3388907111   1.25160741E+02   2.41792573E+00
 9697.1756394287   1.25306594E+02   2.40969350E+00
10897.1517485716   1.25425506E+02   2.40670097E+00
12245.6187911631   1.25498004E+02   2.40839800E+00
13760.9517641289   1.25493939E+02   2.40990459E+00
15463.7994767023   1.25379316E+02   2.40177008E+00
17377.3659231189   1.25135049E+02   2.37288079E+00
19527.7264737508   1.24792854E+02   2.31876244E+00
21944.1831932827   1.24484182E+02   2.25552310E+00
24659.6641277031   1.24467168E+02   2.22970124E+00
27711.1720010281   1.24876724E+02   3.79033542E+00
31140.2884359598   1.24482455E+02   1.74437435E+01
34993.7405692835   1.19747412E+02   4.87017270E+01
39324.0377830358   1.60321531E+02   5.97040332E+01
44190.1872279123   1.53389453E+02   4.45989338E+01
49658.4978890535   1.33454559E+02   1.00000000E+05
55803.4841508779   1.02630935E+02   8.93626413E+01
62708.8811734623   1.38340056E+02   1.47355059E+02
70468.7859165787   1.55459048E+02   1.14285324E+01
79188.9393596469   1.61007571E+02   4.14320707E+01
88988.1673898758   1.44592407E+02   1.28424433E+02
99999.9999929771   1.91927228E+02   2.23156021E+02
