   91.1875999978   7.13960266E+01   3.42488927E-01
  102.4716011870   7.56645129E+01   3.61170383E-01
  115.1519400673   7.89670768E+01   3.66778723E-01
  129.4014063181   8.15754889E+01   3.62223240E-01
  145.4141714618   8.37054372E+01   3.54568421E-01
  163.4084347580   8.55291351E+01   3.47045553E-01
  183.6293965136   8.71654562E+01   3.40497292E-01
  206.3525993250   8.86885608E+01   3.34589269E-01
  231.8876827820   9.01414585E+01   3.28773417E-01
  260.5826027968   9.15484736E+01   3.22543996E-01
  292.8283730542   9.29221443E+01   3.15577284E-01
  329.0643931914   9.42678789E+01   3.08199780E-01
  369.7844363134   9.55792524E+01   3.33835806E-01
  415.5433774328   9.68581770E+01   3.67296637E-01
  466.9647545196   9.81060408E+01   4.03632675E-01
  524.7492651926   9.93177735E+01   4.42581030E-01
  589.6843148334   1.00496184E+02   4.83401331E-01
  662.6547462299   1.01635153E+02   5.25210850E-01
  744.6548969596   1.02732094E+02   5.67315397E-01
  836.8021488125   1.03793143E+02   6.10414903E-01
  940.3521538853   1.04819877E+02   6.54523781E-01
 1056.7159448282   1.05808022E+02   6.98724104E-01
 1187.4791623973   1.06763942E+02   7.43761563E-01
 1334.4236623183   1.07687359E+02   7.89298696E-01
 1499.5517958901   1.08578608E+02   8.35155534E-01
 1685.1136951894   1.09435137E+02   8.80631225E-01
 1893.6379346798   1.10265244E+02   9.26854259E-01
 2127.9659870400   1.11075566E+02   9.74679694E-01
 2391.2909427245   1.11852693E+02   1.02165706E+00
 2687.2010208726   1.12591190E+02   1.06680937E+00
 3019.7284644718   1.13315113E+02   1.11372880E+00
 3393.4044860477   1.14030166E+02   1.16313851E+00
 3813.3210126041   1.14695070E+02   1.20835500E+00
 4285.2000711840   1.15371129E+02   1.25888569E+00
 4815.4717605417   1.16008608E+02   1.30665201E+00
 5411.3618714114   1.16625941E+02   1.35423586E+00
 6080.9903493383   1.17208267E+02   1.40033920E+00
 6833.4819417835   1.17823436E+02   1.45426908E+00
 7679.0905372449   1.18350184E+02   1.49658339E+00
 8629.3388907111   1.18905856E+02   1.54655561E+00
 9697.1756394287   1.19431240E+02   1.59433163E+00
10897.1517485716   1.19957405E+02   1.64486781E+00
12245.6187911631   1.20443503E+02   1.69132404E+00
13760.9517641289   1.20941670E+02   1.74226533E+00
15463.7994767023   1.21523063E+02   1.80842979E+00
17377.3659231189   1.21879349E+02   1.84104996E+00
19527.7264737508   1.22405725E+02   1.90343235E+00
21944.1831932827   1.22958496E+02   1.96899348E+00
24659.6641277031   1.23416823E+02   2.02265417E+00
27711.1720010281   1.23857567E+02   2.34830085E+00
31140.2884359598   1.24076586E+02   6.49387158E+00
34993.7405692835   1.28902945E+02   6.86494371E+00
39324.0377830358   1.56953831E+02   3.72079141E+01
44190.1872279123   1.58759906E+02   4.21843831E+01
49658.4978890535   1.60007048E+02   1.65347416E+00
55803.4841508779   1.51479564E+02   1.79909016E+01
62708.8811734623   1.60653005E+02   2.96873973E+01
70468.7859165787   1.59993787E+02   1.48576877E+00
79188.9393596469   1.60782019E+02   1.40071913E+01
88988.1673898758   1.60664201E+02   6.94261257E-01
99999.9999929771   1.58595840E+02   1.60787077E+02
