   -3.5000000000   1.02394495E+02   4.26223253E+00
   -3.3833333334   1.07293970E+02   3.70904074E+00
   -3.2666666667   1.11137987E+02   3.32682424E+00
   -3.1500000000   1.14155676E+02   3.05992465E+00
   -3.0333333334   1.16508630E+02   2.87207032E+00
   -2.9166666667   1.18315595E+02   2.73837337E+00
   -2.8000000000   1.19666823E+02   2.64113712E+00
   -2.6833333334   1.20632947E+02   2.56747582E+00
   -2.5666666667   1.21270732E+02   2.50787499E+00
   -2.4500000000   1.21626942E+02   2.45527539E+00
   -2.3333333334   1.21740975E+02   2.40437816E+00
   -2.2166666667   1.21646911E+02   2.35159104E+00
   -2.1000000000   1.21373848E+02   2.29420005E+00
   -1.9833333334   1.20950989E+02   2.23063752E+00
   -1.8666666667   1.20402048E+02   2.15974134E+00
   -1.7500000000   1.19748289E+02   2.08100823E+00
   -1.6333333334   1.19012053E+02   1.99476018E+00
   -1.5166666667   1.18214462E+02   1.90174488E+00
   -1.4000000000   1.17375921E+02   1.80313295E+00
   -1.2833333334   1.16516258E+02   1.70047146E+00
   -1.1666666667   1.15654768E+02   1.59563326E+00
   -1.0500000000   1.14810190E+02   1.49076228E+00
    -.9333333334   1.14000621E+02   1.38821269E+00
    -.8166666667   1.13243359E+02   1.29047858E+00
    -.7000000000   1.12554811E+02   1.20008895E+00
    -.5833333334   1.11950196E+02   1.11961501E+00
    -.4666666667   1.11443217E+02   1.05147893E+00
    -.3500000000   1.11045788E+02   9.97868839E-01
    -.2333333334   1.10767759E+02   9.60627267E-01
    -.1166666667   1.10617833E+02   9.41419449E-01
               0   1.10645206E+02   9.48751599E-01
     .1166666666   1.10713921E+02   9.59690089E-01
     .2333333333   1.10962074E+02   9.97752326E-01
     .3500000000   1.11339870E+02   1.05458467E+00
     .4666666666   1.11841253E+02   1.12922759E+00
     .5833333333   1.12457780E+02   1.22026775E+00
     .7000000000   1.13178790E+02   1.32588951E+00
     .8166666666   1.13991617E+02   1.44394758E+00
     .9333333333   1.14881813E+02   1.57204329E+00
    1.0500000000   1.15833334E+02   1.70763559E+00
    1.1666666666   1.16828910E+02   1.84818903E+00
    1.2833333333   1.17850127E+02   1.99117784E+00
    1.4000000000   1.18877507E+02   2.13420203E+00
    1.5166666666   1.19890574E+02   2.27505890E+00
    1.6333333333   1.20867832E+02   2.41179623E+00
    1.7500000000   1.21786476E+02   2.54287442E+00
    1.8666666666   1.22621980E+02   2.66686637E+00
    1.9833333333   1.23343655E+02   2.78212857E+00
    2.1000000000   1.23945493E+02   2.89184654E+00
    2.2166666666   1.24400690E+02   2.99838061E+00
    2.3333333333   1.24657397E+02   3.10067446E+00
    2.4500000000   1.24674799E+02   3.20189091E+00
    2.5666666666   1.24404443E+02   3.30687833E+00
    2.6833333333   1.23787312E+02   3.42273051E+00
    2.8000000000   1.22749584E+02   3.55962127E+00
    2.9166666666   1.21196302E+02   3.73210065E+00
    3.0333333333   1.19001606E+02   3.96120952E+00
    3.1500000000   1.15992977E+02   4.27814387E+00
    3.2666666666   1.11924396E+02   4.73110888E+00
    3.3833333333   1.06427124E+02   5.39948787E+00
    3.5000000000   9.89118495E+01   6.42722078E+00
